Feature0,Feature1,Feature2,Feature3,Feature4,Label,Type,Narrative
-2.934377848,-2.504238696,0.499848437,1.530254719,0.614822417,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.625267947,-1.767227251,0.95070903,1.033073551,0.260480309,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.68013383,-1.071004658,-0.334750118,0.10258679,0.634699863,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.088721524,-2.108519202,0.810649417,-1.570312562,-0.152267569,1,,Feature4 is low. Feature3 is low.
0.412878733,0.842969907,0.992829769,1.589459644,-2.454879982,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.409919759,0.542967692,-2.08383106,1.049300042,-1.941328215,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.245630008,2.023159963,-1.198820543,-3.190441349,-0.915497835,1,,Feature4 is low. Feature3 is low.
0.964272702,1.51209423,-1.585106845,-2.294135577,-1.976269578,1,,Feature4 is low. Feature3 is low.
0.433956159,-0.220538279,-0.576313927,-2.136068454,2.492962648,1,,Feature4 is high.
0.914949182,-1.076154469,-0.483565568,0.927006069,-0.529988225,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.081690639,0.974027702,-2.176055543,2.631748887,-2.175284939,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.180899406,0.981537019,-2.409181863,3.180883135,-2.042903136,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.684206285,-1.677898519,-0.910863265,0.172349355,-0.510903964,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.164541323,-2.349495372,-1.51908207,2.862205672,-0.841944249,0,,Feature4 is low. Feature3 is high. Feature0 is high.
4.084798863,1.287158243,0.914585648,0.791695575,0.425708813,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.811943233,1.18839972,-0.269009793,-3.439870558,-0.759731488,1,,Feature4 is low. Feature3 is low.
-0.709888511,1.369941405,-2.798312061,-1.97507064,-3.594892191,1,,Feature4 is low. Feature3 is low.
3.189641721,1.711454336,0.460635853,1.345743423,0.174988647,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.588174542,0.265272308,-0.957891914,1.225234328,-1.367413094,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.513614381,0.634590392,-3.115694012,3.623146183,-2.06171537,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.148130345,2.287478088,-4.507550544,-0.282067173,-3.542092168,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.771119798,-0.592687427,3.239503137,-0.857944988,0.053150293,1,,Feature4 is low. Feature3 is low.
-2.075409671,-1.381491872,1.09006839,1.964161587,-0.711149085,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.091822831,0.610202775,0.771737036,0.698353164,-1.927425811,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.300324437,-2.33519126,3.800454854,3.395153637,1.678096525,1,,Feature4 is high.
3.188279594,1.39070482,1.108954398,1.337672057,-0.335676444,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.812585203,-2.242318984,3.184136001,3.252176589,-0.068593116,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.594523565,-2.449409746,-1.08229629,2.570646565,-0.552028124,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.620229374,0.668740697,-1.853564615,0.731150696,-1.714037001,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.964837713,1.97144224,0.876256669,2.267024586,-0.538927071,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.69912013,0.946862393,-1.531836098,-0.054582525,-0.592175648,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.897831109,-0.404044662,0.813548901,-1.681557453,-1.031489965,1,,Feature4 is low. Feature3 is low.
-0.716093737,0.182556889,-2.652927762,1.304559488,-1.774087939,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.281068656,-0.860066173,2.532013356,-1.995097959,0.596058693,1,,Feature4 is low. Feature3 is low.
0.676121901,0.080964353,-0.393999436,2.223673549,0.317213452,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.418142654,-0.092712096,2.581382566,-0.235742642,-0.632883444,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.482312624,1.33791561,-1.298167055,0.098323083,0.115064261,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.026063683,-0.585883395,-2.19729141,1.425765085,-0.629414733,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.908639109,1.341486411,1.455237637,1.008757861,0.756485161,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.082138002,-2.764673349,5.020677309,2.49904529,3.832606055,1,,Feature4 is high.
1.239614512,1.219449179,-1.306356163,0.804029302,-0.638258434,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.867037577,2.818032016,-3.236072626,2.636400426,0.630084712,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.938357345,0.419932802,2.049071854,1.505040671,2.425008157,1,,Feature4 is high.
-0.083176342,-1.421448039,1.528449855,-0.794969703,-2.033854294,1,,Feature4 is low. Feature3 is low.
-0.168149195,1.417304941,1.643844594,2.191660271,-0.062251933,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.10414147,0.728863887,-1.442319701,-1.502930026,-2.689287453,1,,Feature4 is low. Feature3 is low.
-3.872466907,-0.408346595,2.171230196,0.972011251,-4.363662739,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.789657783,1.133310592,-1.461862142,-0.724999461,-0.559839124,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.331498451,-0.231781648,-1.129655974,2.146527706,-1.455838697,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.613389285,1.191384042,-2.912879894,5.914867163,-2.232383477,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.608208072,-1.675170574,1.470392084,0.053148385,1.572667612,1,,Feature4 is high.
0.68777182,-2.53684442,0.143142388,0.245548129,0.48131834,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.929366191,2.638967196,-0.998690063,2.425098085,-0.848580494,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.774799897,0.012791256,0.358754492,-1.402082068,-1.180907405,1,,Feature4 is low. Feature3 is low.
-0.593836689,-0.419552934,0.946422678,-0.32999024,-3.20143108,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.753992957,2.210174099,-1.232658455,-1.09725659,0.879644379,1,,Feature4 is high.
1.076226078,-0.706288622,3.164605587,-0.320479605,-2.059802013,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.533816511,1.974590631,-2.576330294,-0.959660151,-1.222478458,1,,Feature4 is low. Feature3 is low.
0.428261814,-2.266853454,4.14220918,1.029610411,2.207337446,1,,Feature4 is high.
2.526903002,2.592421106,0.43959248,2.057234646,1.359157175,1,,Feature4 is high.
2.466851717,-0.704473456,1.872641299,-0.923774602,-1.995199275,1,,Feature4 is low. Feature3 is low.
2.606513701,2.26202776,-0.549055997,1.663561861,0.123751436,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.660129603,-0.143966925,0.973584799,-1.201153529,0.057721053,1,,Feature4 is low. Feature3 is low.
-2.045723481,-1.319507002,1.182223712,2.286204979,-0.485487663,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.845962563,1.015811977,-2.11199978,1.100292795,0.041736738,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.232440057,0.451129791,-0.893397532,-1.142193533,-1.778126117,1,,Feature4 is low. Feature3 is low.
-1.769135717,0.248556319,-1.820630735,-1.033308411,-4.335352586,1,,Feature4 is low. Feature3 is low.
3.794613969,2.239473412,-0.776735358,0.698493354,1.973782272,1,,Feature4 is high.
1.458433047,-2.606287284,-0.691162588,-0.413674668,0.257082357,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.449132221,-0.13484902,1.798763859,-0.716076958,-0.830293563,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.921293367,2.974125079,-2.857599339,-1.371198312,-0.464688644,1,,Feature4 is low. Feature3 is low.
1.721347189,0.202786404,0.875847474,0.371577107,-1.934619723,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.232543502,1.575408178,-3.467306808,-0.579837582,-3.890605373,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.899725143,-0.27741822,0.462044142,0.109266146,-0.083246801,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.771086932,3.55184661,-0.097105453,4.311286408,-0.038503146,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.401902706,-0.230812581,1.750876978,0.191655076,-2.490155803,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.055519068,1.065038202,-2.841948351,0.034143973,-2.92057612,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.636048289,0.799068652,1.715126545,1.335152583,-1.487879721,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.125974492,2.791395644,-2.365408747,-2.935600392,-0.50126119,1,,Feature4 is low. Feature3 is low.
2.863309972,-1.18193922,0.116442778,0.581568298,-1.319901788,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.921770807,-2.451859492,2.718631009,1.191086859,2.257941834,1,,Feature4 is high.
2.494119436,1.654584522,1.196327605,1.149833859,0.461150988,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.540721352,-0.633329287,1.188323703,0.71577759,0.388026171,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.018904764,-0.087150326,1.672370045,1.355092352,0.380230304,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.846149041,1.688431748,0.461179016,2.875256795,-2.239951937,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.345359632,0.272527559,0.357449962,-2.051332097,-0.595885802,1,,Feature4 is low. Feature3 is low.
1.130926773,-0.29878257,3.591591659,2.131752225,2.082731129,1,,Feature4 is high.
-0.192455727,-0.952122284,2.626887402,1.905517923,1.620549318,1,,Feature4 is high.
-1.912262441,-0.67476103,-0.790641185,-2.50404343,-4.124593525,1,,Feature4 is low. Feature3 is low.
-3.117974268,-1.778516556,0.386373387,2.308650531,-1.130433423,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.519773788,1.308346721,-3.314047743,1.885456334,-3.032284906,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.020377451,1.90764345,0.091970156,3.12283866,-2.704818705,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.537406635,1.650538379,-2.8134081,2.699458869,-2.091908647,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.883038259,0.239750993,0.389702303,1.003433601,1.260650894,1,,Feature4 is high.
1.061418041,2.23492709,0.05422454,2.351837117,-0.116780679,0,,Feature4 is low. Feature3 is high. Feature0 is high.
3.620873815,0.022689566,0.904222405,-1.012269391,-1.192541683,1,,Feature4 is low. Feature3 is low.
-1.876382152,-2.34429633,3.056586609,2.508617003,-0.552388637,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.668844256,-2.356873022,0.204575946,0.553763172,-0.257449587,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.471871827,-1.58560207,-0.398854334,1.015151428,-0.165989163,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.35184132,-2.129120197,0.130721782,-0.883568259,-0.43749425,1,,Feature4 is low. Feature3 is low.
1.422451852,-1.618464445,-0.611693487,-0.648754973,-1.129831409,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.967539836,2.790213929,-1.310476526,3.549917269,-1.646525772,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.245322065,-0.691555468,-1.539717235,1.43892063,-1.14071081,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.901674872,2.031346682,-2.273541285,-4.432499472,-1.571943706,1,,Feature4 is low. Feature3 is low.
-1.435167492,-0.71588764,-0.436042891,-0.114850466,-0.052030182,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.546475541,-2.155449045,-0.015301607,0.765604519,-0.298953767,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.500836593,2.239744361,-0.171582816,2.010564292,-0.383467559,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.81237432,0.794050958,0.202221678,0.284059705,-1.914632216,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.489985976,0.77005745,0.629576739,-0.251472385,-0.579720876,0,,Feature4 is low. Feature3 is high. Feature0 is high.
3.546960058,-0.234534815,2.857232425,-0.604666725,0.083028486,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.43692969,1.727134033,0.778996653,1.326059925,0.45637995,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.46339257,-1.185979181,1.080529201,0.670451915,3.201996136,1,,Feature4 is high.
-1.925502159,0.075452707,-2.223725261,-0.535385639,-0.900819166,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.219098458,3.259574868,-3.271849176,-1.403819571,0.02844672,1,,Feature4 is low. Feature3 is low.
1.249772961,-4.031094796,1.578525278,-1.939372634,1.486508571,1,,Feature4 is high.
1.644181933,1.662303888,0.9728806,1.56189042,-0.395129375,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.7726881,-1.285956273,-0.626408343,1.47449105,0.299281487,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.339521418,-0.775929872,-2.020192916,1.416967006,-0.760210376,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.661196482,-1.195562534,2.925347844,0.455700023,1.903918864,1,,Feature4 is high.
-0.025274369,-0.582411851,-0.767349743,-0.594765524,-0.089183247,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.878613795,1.098844345,-4.094072609,3.896809549,-1.921746394,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.448740681,-0.881626932,2.204305958,-2.990643007,-0.593855003,1,,Feature4 is low. Feature3 is low.
-2.451366268,-0.650881036,-2.142826351,-0.044730976,0.266597321,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.985126043,1.796927197,-0.271425214,1.295081888,-0.809437975,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.470374357,-1.806274271,3.014817972,3.536652666,1.655947586,1,,Feature4 is high.
2.703478446,-1.408673868,-0.106041426,-2.034924143,-0.838826713,1,,Feature4 is low. Feature3 is low.
-1.31905942,-1.444082427,0.183987357,-0.187293625,1.483285182,1,,Feature4 is high.
1.627707937,-3.770720348,1.049221973,-0.664645166,1.228593912,1,,Feature4 is high.
-2.93797201,-0.450945499,-1.020765084,2.632611153,-0.138074681,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.789291081,2.479937802,0.223013415,2.376406314,0.150500295,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.603277528,-0.6944828,-0.832309677,-0.242024639,0.346114192,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.718240573,1.16493911,-0.590586387,-0.766564619,-0.202974626,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.710591269,0.031257693,-1.203577774,3.104368531,-1.215378261,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.445556627,-4.088603742,0.884220613,-1.502563023,1.167646955,1,,Feature4 is high.
-0.480656709,-1.152039844,1.102870654,0.550129512,2.274997846,1,,Feature4 is high.
1.712038865,-0.29169111,1.975322469,-0.609716038,-1.576478478,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.531001927,-1.237004678,1.677647034,-0.541509547,-0.934805063,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.356923808,1.710656926,-2.876039394,-2.772840328,-3.521449554,1,,Feature4 is low. Feature3 is low.
2.315519092,1.901056933,-1.196740237,-0.061048881,-0.195091632,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.902892743,0.932926694,-1.778882867,2.121665622,-1.721670541,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.582066211,0.027043795,-0.985402154,-0.440295372,-2.488675767,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.401840849,0.905014949,-3.244795603,4.321006778,-3.282132784,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.680337407,-0.3399926,0.095844566,0.006042363,0.640691753,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.80661415,0.110375001,-0.125832282,1.068849485,-0.027247922,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.194589321,0.53290644,0.493118841,-0.14080287,0.417992341,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-3.071229888,0.123235846,2.404658703,1.626713181,-3.04143141,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-2.622753772,-1.966900224,-1.948615892,-1.120198817,1.854941781,1,,Feature4 is high.
0.50043711,-2.231658985,0.515863136,0.967851616,0.295031394,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.339878214,-1.656222207,-1.41150178,-0.8918986,0.032442819,1,,Feature4 is low. Feature3 is low.
3.303036472,1.585234301,0.459470016,0.82440486,0.406744623,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.987219097,1.801052551,-2.167308864,-0.986466636,-0.707838811,1,,Feature4 is low. Feature3 is low.
-0.202603145,0.559563567,0.998692728,0.803409966,-1.843190686,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.474180536,-2.883686452,0.779107838,-2.660356771,0.383026389,1,,Feature4 is low. Feature3 is low.
0.620809362,-1.454446613,2.619178621,-0.687689565,-3.069021736,0,,Feature4 is low. Feature3 is high. Feature0 is high.
3.381726242,-0.37896379,2.825314193,-1.390992904,1.523707421,1,,Feature4 is high.
0.498536222,-1.140304223,-0.631595001,0.147185987,-0.671931376,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.071831856,1.748702687,-0.086901995,1.890346408,-1.546263083,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.832851913,-1.112555242,-1.586543844,-0.725715065,-1.733143803,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.470568113,-2.581728315,0.099406921,0.888554448,-0.253754019,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.374677739,0.864715783,-3.0817698,2.873046906,-3.248163697,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.035929539,2.630837886,-0.922793451,2.527017882,-0.382886647,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.203424398,1.439136212,-0.810005768,-0.235249641,1.043405939,1,,Feature4 is high.
0.030539806,-0.917104709,-1.738067101,0.395609761,-1.133126217,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.707467561,-0.523165047,-2.411654459,1.639252293,-2.023130357,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.213266969,0.042080437,-0.229638776,-4.022387778,-2.49260522,1,,Feature4 is low. Feature3 is low.
2.004131859,2.892329386,-2.82353821,-0.056453391,-0.186908099,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.101010212,0.026513363,0.807311547,0.391613481,1.509216713,1,,Feature4 is high.
2.847996679,1.618475208,-0.496024373,-0.21373595,1.142828843,1,,Feature4 is high.
-0.380764545,1.113280712,-2.590295187,1.420586326,-2.067674693,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.221758648,1.460364752,-3.170600957,3.70636378,-2.932844845,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.433710137,-0.299978908,0.400144423,-1.771244776,-0.969880673,1,,Feature4 is low. Feature3 is low.
4.076081943,0.535927005,2.13022939,-1.654868741,2.53650704,1,,Feature4 is high.
2.404028295,-0.500536239,2.377220851,-3.263298579,-0.1458676,1,,Feature4 is low. Feature3 is low.
2.080506431,0.408104138,1.429619323,-0.672726985,-0.476845182,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.281974889,0.237034651,1.540221462,0.010862213,-0.839808544,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.007199421,-2.321836323,2.105825118,-0.181609927,4.487350869,1,,Feature4 is high.
0.059392841,-0.240443748,1.358872154,0.505129968,0.962998025,1,,Feature4 is high.
2.17622876,-2.976144402,0.612399647,0.086574055,0.532063039,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.467666632,-2.312259028,0.142674684,-0.888317829,0.006714338,1,,Feature4 is low. Feature3 is low.
1.100910981,0.288923719,0.401954277,0.212781932,-1.914331066,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.319797988,1.854121028,0.987421143,1.660992013,-0.256557213,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.831272229,-1.018532243,-0.827856648,1.559042038,-0.467230156,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.530198181,-0.141695434,-0.003739463,1.672080116,0.080856543,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-1.696830542,-2.587733338,1.434467896,0.418073816,1.401580359,1,,Feature4 is high.
-0.516657626,0.553588764,2.856821029,0.992118925,-0.490352748,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.612111941,0.440767984,0.270550736,-1.924170609,-0.434067682,1,,Feature4 is low. Feature3 is low.
1.069455234,-0.435942715,0.205376125,-1.985384242,3.886759457,1,,Feature4 is high.
1.930905966,1.6877717,-1.370681246,0.535107302,0.307705781,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.339653255,0.470797345,-1.951017947,-1.791312975,-3.680435576,1,,Feature4 is low. Feature3 is low.
-0.706919289,1.163262515,1.541900168,1.930791668,-1.644273948,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.516976984,0.822259562,-0.561771068,0.726254402,0.648250681,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.413894478,0.80218129,-1.316694448,0.194198812,-1.679164112,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.962328029,2.398641011,-1.933874776,-3.601291548,-0.677126375,1,,Feature4 is low. Feature3 is low.
-0.289508335,0.648333084,1.375311783,1.028313753,-1.648271751,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.486301517,0.237636722,-0.017729848,1.670238154,-1.372201299,1,,Feature4 is low. Feature3 is high. Feature0 is low.
0.240343937,0.664384688,-0.995245275,2.954884695,-1.383095469,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.379435313,-0.931909726,1.311896464,0.403010736,0.993495086,1,,Feature4 is high.
1.365504455,0.770359949,-0.826258686,1.703056168,0.317688681,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.554488161,-1.281298842,0.82966791,1.133000649,0.321790978,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.141202516,-0.255927425,0.863850091,-0.05708025,-3.292156299,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.918321519,0.183807562,-1.911529724,3.3315549,-2.431944368,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.765122782,1.716624217,-0.101237898,0.940628438,-0.265636483,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.075016543,0.176347527,-0.65737678,-1.40218409,-2.264523012,1,,Feature4 is low. Feature3 is low.
0.190645643,0.820290152,-1.268018655,-2.189945756,-2.243087992,1,,Feature4 is low. Feature3 is low.
0.611434323,1.267491276,-2.173721907,2.344366734,-2.270890622,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.712211459,-1.877077865,0.570263125,-2.524972063,-0.033538879,1,,Feature4 is low. Feature3 is low.
1.620552791,1.180608475,0.852829687,0.515708576,-0.303892828,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-2.808986928,-1.295311716,-0.847234233,1.197007856,0.463470188,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-2.667492299,-2.305629558,0.01023961,0.705731997,0.948068116,1,,Feature4 is high.
0.220558666,0.543425685,-0.556347477,-4.041106812,-2.986589499,1,,Feature4 is low. Feature3 is low.
-1.715142089,-0.516252536,-1.043538737,-1.007408015,-3.005597943,1,,Feature4 is low. Feature3 is low.
-0.177564001,1.529544376,-3.01939452,3.714603568,-3.112136953,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.670216864,2.217821973,-3.403745764,4.870755369,-3.174000417,1,,Feature4 is low. Feature3 is high. Feature0 is low.
2.485481003,0.110347639,1.690022415,-2.602566856,0.251442598,1,,Feature4 is low. Feature3 is low.
2.212411015,-2.73040661,-0.588810325,-1.796770388,-0.256047202,1,,Feature4 is low. Feature3 is low.
2.363555456,-4.00370784,0.195007048,-2.485875316,0.609962761,1,,Feature4 is low. Feature3 is low.
0.302791386,0.84384424,1.789999127,1.213810043,-1.117894595,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.540421917,0.461170969,0.045126889,2.150143225,-1.412284394,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.120028813,-1.403253693,3.337720275,1.898072198,2.308235135,1,,Feature4 is high.
0.422604296,-0.453211109,1.074994745,0.225776779,-3.63854689,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.199207994,0.229420674,-2.658623136,1.916376493,-1.575179203,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-1.741622643,-3.567407095,3.887101992,2.967964055,2.989874386,1,,Feature4 is high.
-0.330171364,1.410401653,-2.574636099,-0.94339443,-2.821354583,1,,Feature4 is low. Feature3 is low.
1.416119359,-3.517047842,0.62230951,-0.388587329,1.072951341,1,,Feature4 is high.
0.648210341,0.121621237,-0.433555158,1.670325345,-0.398959621,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.7724744,-1.535475477,-0.140249553,-1.190908787,-0.807185007,1,,Feature4 is low. Feature3 is low.
-0.015449331,-0.611190258,2.163787854,1.471279307,0.98420961,1,,Feature4 is high.
-1.397717846,-2.224647489,2.40593848,1.858676129,1.301590666,1,,Feature4 is high.
0.541898012,2.620787527,0.181383831,2.590398024,-0.195984971,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.274559803,-0.505041358,-0.090661011,1.402174155,-1.988104053,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.274913964,0.403059462,-1.382220426,2.072270357,-2.309935573,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.172762806,-0.448355435,-1.505186937,1.52396885,-0.790134945,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.597481109,0.610020046,0.421866712,1.946986173,0.861276244,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.510018786,0.657931003,2.480277165,0.20847361,0.721848659,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.914458512,0.407126344,-0.412777633,0.849381288,-0.121541312,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.706644964,1.942246451,0.201692478,2.036698012,-1.438031527,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.495686068,1.113970736,-0.880320969,-0.60004174,-0.246226744,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.027692198,-0.170629467,-1.310201491,0.607550167,-0.927171097,0,,Feature4 is low. Feature3 is high. Feature0 is high.
2.144466289,0.853897952,-0.14789034,0.258110947,0.976422765,1,,Feature4 is high.
1.850549575,-1.374539178,3.59081806,-1.090481502,-1.212008887,1,,Feature4 is low. Feature3 is low.
-1.946735379,-0.993244652,0.72229469,1.876144422,-0.813528853,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-2.809517073,0.844536181,1.22029924,2.24484267,-3.091202031,1,,Feature4 is low. Feature3 is high. Feature0 is low.
-0.046435333,2.142254194,1.063013921,2.716445603,-1.119294741,0,,Feature4 is low. Feature3 is high. Feature0 is high.
0.934754628,0.049474089,2.953508114,0.13213117,0.522661137,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.033464288,0.965363604,-2.721847585,2.63942171,-2.677074305,0,,Feature4 is low. Feature3 is high. Feature0 is high.
1.187424714,0.143084373,1.743899411,-0.101416414,-0.567824068,0,,Feature4 is low. Feature3 is high. Feature0 is high.
-0.718501649,-0.236886021,1.252506374,2.155157573,0.842467892,1,,Feature4 is low. Feature3 is high. Feature0 is low.
1.685137691,-0.952244531,0.507387746,0.513068075,-0.716289306,0,,Feature4 is low. Feature3 is high. Feature0 is high.
