Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Label,Type,Narrative
3.308099927,0.372429382,-0.933587785,-0.796113007,0.476183883,-1.298100915,-0.456890886,2.418657054,0.119395761,0.044246344,1,,Feature7. Feature3. Feature1
3.29785493,0.230973656,-2.411752792,-2.751075584,2.235525666,0.674786951,5.080976422,-4.538078136,-3.397404197,-2.847518101,1,,Feature7
1.902190163,0.692434457,-0.177832615,-0.680528303,-1.011775285,0.562902203,-3.282276025,-0.84244816,-1.824864822,-2.543134353,1,,Feature7. Feature3. Feature1
-1.0277294,-2.123601432,3.700139658,-4.5854123,0.892610762,-0.253879886,4.884853222,-4.712515032,-1.881428956,0.316822635,1,,Feature7
-1.943214661,-0.414154015,-2.097075715,3.090149369,1.643355899,-0.784550446,0.256751272,1.245848163,-3.784780224,-0.835361849,1,,Feature7. Feature3. Feature1
0.972162259,-0.637304576,1.389853411,-1.229778995,0.992282429,2.176785236,-4.243517433,-1.060850583,-2.675148814,-0.755455884,1,,Feature7. Feature3. Feature1
-0.540459619,1.714369473,-0.357805164,0.135026177,-0.021222705,-1.796932295,-2.570799285,1.538278323,0.007920073,-2.383501293,1,,Feature7. Feature3. Feature1
1.744726534,-0.193790796,2.441213905,-1.619565512,0.173682423,0.63787262,3.490873666,-2.085970005,-4.110697634,-0.934403186,1,,Feature7
-0.496647394,1.487956867,1.430851488,-0.52370885,-0.548836758,-0.875526892,3.70837946,-2.616951187,-0.609622888,0.347771999,1,,Feature7
1.040630665,-2.393147554,-2.646941895,-1.256336947,-0.650354407,-2.676158724,3.144809348,-0.85931315,-2.923782505,1.742690848,1,,Feature6
-1.163409177,-1.474827913,-1.765963296,1.939316737,-2.470633579,-1.2892161,-0.33752304,1.524562331,-0.491670472,-0.683841634,1,,Feature7. Feature3. Feature1
-2.284254089,-1.479858238,-2.713565194,-2.335780142,1.937256592,-1.762664247,2.421035077,-2.553096934,0.138160917,1.700498488,1,,Feature6
-0.009124909,0.260387179,-4.540284643,-1.376144982,-0.937492173,-3.223413993,-4.202676676,-3.083705038,-0.683851611,-1.52857748,1,,Feature7
-2.817593922,-1.807338699,1.046606418,-2.360161345,6.227803428,0.411020279,3.083303962,-2.157141151,0.748156011,0.130761578,1,,Feature7
1.46908533,0.564399598,0.549331866,-0.069214626,2.180736632,2.901302429,-3.521779769,-2.651980558,-2.535988915,-2.517619509,1,,Feature7
0.537861146,1.061583192,2.322055402,-3.307710575,0.724065277,0.750111908,0.911275164,4.675012744,-3.273704538,0.393986698,1,,Feature6
1.902806247,1.906298493,-1.885202307,3.100296968,-0.401788598,2.805163909,-0.264500025,-4.748155903,-1.391647986,-1.809257921,1,,Feature7
0.83711371,-1.183915454,-2.580699156,0.639896406,1.859769551,0.659126021,-1.070752461,2.043195416,-2.969935116,-2.615434267,1,,Feature7. Feature3. Feature1
2.938815721,4.969851266,-5.012376647,4.131312945,-0.429838065,3.887788255,1.678738492,-4.240393133,1.2908349,-1.176949739,1,,Feature7
-1.144687134,-1.441419447,-1.044682657,-1.3047042,1.818836594,-0.684316541,1.382762286,1.139297117,-2.266815424,-1.179459584,1,,Feature7. Feature3. Feature1
1.21117123,0.392894205,-1.931349109,-2.609865182,-6.094703615,-1.27329295,-1.789789467,-3.757980242,-4.333608092,-0.143147979,1,,Feature7
-0.586065439,3.00401091,-2.047678484,-1.405283869,-1.572747172,-2.242203058,2.533064529,-2.999367272,0.262912194,-0.347501051,1,,Feature7
0.722493071,-3.708925985,-1.813047663,-2.1879685,0.460110491,-3.360015908,3.776648272,-3.583082107,-2.311899396,1.612160369,1,,Feature6
0.59563837,-1.74037459,-1.472617398,3.00090959,-0.738571356,2.242847178,-0.41625092,-4.37624288,-3.519764558,-0.49494672,1,,Feature7
0.553602553,0.178911139,-4.054762691,3.784089404,-0.856189898,-0.443035145,1.018872001,-2.36094259,0.054771219,-1.033440951,1,,Feature7
1.416016273,0.579713439,-4.745178977,-0.006668234,0.138721287,-2.597954192,-4.18788934,-1.015492008,1.388348411,-0.854613378,1,,Feature7. Feature3. Feature1
-2.782852871,0.977928768,-3.481697063,-1.018574911,0.615843292,-1.818967169,0.708325319,0.322338134,-1.553442206,-1.406707762,1,,Feature7. Feature3. Feature1
1.040448013,1.298790967,-1.4248024,0.925111887,1.639329267,4.036124085,1.794367939,1.832252849,-0.821764008,3.022159641,1,,Feature6
-1.232525259,-0.740682404,-3.546940686,0.307391321,0.150082324,5.895900386,-0.43877653,1.58193412,-0.849826467,0.321327972,1,,Feature7. Feature3. Feature1
-1.251398008,0.13081584,0.151276133,0.069251534,0.821138128,-1.027981034,0.39603817,1.038240048,-1.611970387,-2.763943737,1,,Feature7. Feature3. Feature1
-3.310693814,-0.507960957,-3.234264124,0.188554072,-0.705267098,-2.818743767,-1.460301042,-0.712475633,1.733690747,-0.492151921,1,,Feature7. Feature3. Feature1
-0.367068925,0.79970872,-1.158122273,2.024569024,-2.430886414,0.615600969,-0.782860903,-1.184072898,-1.014106023,-0.621592185,1,,Feature7. Feature3. Feature1
-2.2760126,-0.613087022,-2.173315343,-0.076943947,2.809453463,0.635304901,-2.146805728,1.913235154,0.759763717,0.094241866,1,,Feature7. Feature3. Feature1
-0.504204748,3.130924163,0.323593697,0.99127524,-0.55236877,1.321237815,-1.129494191,-0.799477865,-0.314126389,-1.159071662,1,,Feature7. Feature3. Feature1
1.805035292,4.448496303,-2.841588217,2.566236317,-1.020803931,2.263232524,0.838028986,-0.986794179,0.015886966,-1.184449679,1,,Feature7. Feature3. Feature1
2.665378979,-2.704086647,-1.758556975,-3.277186053,-2.300514197,-3.028213331,3.901049727,-2.6858119,-4.096288649,1.844600312,1,,Feature6
1.713388471,-2.080366844,0.049752032,-0.489630045,-0.91457123,-0.854978927,-2.870720341,-1.953487811,-1.673875655,-1.295675536,1,,Feature7
0.353954803,0.090529369,-1.289886386,-3.922912562,-2.172851119,-2.208025204,-0.050865561,-2.939498685,-2.369354725,-0.539928111,1,,Feature7
-0.47706738,-1.011422356,-1.039458728,0.578365507,-3.48487584,-2.30636542,-2.649373013,0.608855169,-1.204091157,-1.80667555,1,,Feature7. Feature3. Feature1
-0.995992982,1.787851381,-2.070482495,2.825043207,-0.300650975,0.303343123,-1.861775965,1.881662498,-0.414427063,-3.838071151,1,,Feature7. Feature3. Feature1
-1.258237019,-1.163651228,-0.200733712,-0.825334359,2.665333922,1.101611663,-1.789378766,2.221919031,-1.894153578,-4.542382686,1,,Feature7. Feature3. Feature1
0.689128939,3.21363901,-0.195353314,2.077471483,2.076664611,0.045974856,-2.901105735,2.272899515,1.218416585,-0.515409374,1,,Feature7. Feature3. Feature1
-2.025658984,2.907686363,-0.298721886,-1.617819304,2.650425197,1.607063776,1.161443701,2.080203632,0.5250266,4.500116292,1,,Feature6
-2.482133212,3.069621658,-2.081668198,-0.724534225,0.9239632,-0.791759782,0.978436661,-1.003339496,0.25453752,-3.961287119,1,,Feature7. Feature3. Feature1
0.637945758,1.654859036,-0.333390382,0.46461358,2.609883264,1.009936751,0.886716639,2.735326023,0.596011904,6.951292811,1,,Feature6
0.970029727,1.984038238,-1.591645215,1.983241418,-1.298230201,2.43775698,0.025847895,-2.49241735,-0.789402012,-1.136504375,1,,Feature7
1.982280814,2.097029315,-2.403149527,1.675965988,-1.40352827,-0.537336303,3.114226277,-1.512041983,-4.169773324,-0.44011634,1,,Feature7. Feature3. Feature1
0.644025539,0.567375772,0.203540769,-1.057040697,0.211015689,-1.461109913,-0.404795793,-0.799774743,-1.168421022,0.143170521,1,,Feature7. Feature3. Feature1
-0.372058076,0.316149352,-2.100215601,0.586288315,-3.075881126,-2.01757271,-1.998510105,2.032083367,-0.091195228,-1.587457965,1,,Feature7. Feature3. Feature1
1.705162178,2.500148589,-0.897981395,4.418972666,0.569154748,0.833119156,3.05610869,-2.903708233,-2.25060471,-2.187976329,1,,Feature7
1.213521395,-0.710447727,0.5664337,-0.239905266,-2.331412822,0.021373739,1.041865278,-1.565879452,-2.008389131,0.965028172,1,,Feature6
-0.328695882,-0.687931254,-3.180435268,-0.531550503,-2.176425054,-2.18128893,-0.913334954,-1.061577923,0.619984254,-0.874845019,1,,Feature7. Feature3. Feature1
2.836611992,-1.959668134,-3.548913478,-0.488025602,0.912781043,-1.023661579,4.394813008,-1.995331014,-5.234615798,0.218895663,1,,Feature7
1.054612172,3.233399819,-0.565955969,0.482954863,-2.086693041,2.759677901,-0.42338237,-0.067391222,0.312015887,-0.3533022,1,,Feature7. Feature3. Feature1
-1.937024818,-1.070606281,-2.245525706,-0.72244666,0.824049372,2.494864267,-2.059817346,-0.663998433,0.222936536,-1.473401747,1,,Feature7. Feature3. Feature1
0.049906903,-3.975739431,0.245960826,-1.719787351,-1.907496425,-2.517468094,1.804114449,-1.918798499,-2.678811287,0.775972486,1,,Feature6
-0.202786761,1.33404688,-1.835904805,-1.086053441,0.354332309,-1.977293195,3.64980912,-2.041367888,-1.58629036,0.875714099,1,,Feature6
0.274584771,2.652155083,-1.408335892,1.59945903,0.388114943,-0.360056822,3.47035207,-2.054254985,-4.150271716,-2.298389527,1,,Feature7
-1.430321942,-1.504893412,-1.157705879,-0.660711572,0.786223394,-0.036876506,-1.193394777,2.764811516,0.174277818,0.253784504,1,,Feature7. Feature3. Feature1
1.37865568,1.323308971,-3.049455612,3.108008183,0.713126132,2.044716383,0.102049447,-3.248505104,-0.301563705,-0.310361137,1,,Feature7
1.974587931,0.11854564,-2.349432034,1.421381253,-2.441144818,1.619810065,-0.229249823,-1.878141231,-1.992176154,0.270982044,1,,Feature7
1.032129275,1.926102021,0.559660201,-1.248060491,-0.374813109,1.323147967,-2.515640525,1.300850083,-0.367598437,-0.128298779,1,,Feature7. Feature3. Feature1
0.996228975,0.423595623,-2.112055898,0.938724076,-1.835180809,-0.111108251,0.342153776,1.195439897,1.137416242,0.183588734,1,,Feature7. Feature3. Feature1
0.453001831,-1.424427225,-0.20237591,-0.480122179,2.705997331,1.131641903,0.731845622,-0.604542881,-1.222671306,-2.100759944,1,,Feature7. Feature3. Feature1
-1.5439711,-1.118236407,-5.187242119,3.758145464,4.362136687,1.648090039,-3.125192019,3.204883231,-1.831221439,-5.243491965,1,,Feature7. Feature3. Feature1
-1.568687159,2.189993797,-3.744083112,3.961840134,-3.038553706,1.386115302,0.111956008,0.074158157,-1.902228252,-1.83287184,1,,Feature7. Feature3. Feature1
-0.051146981,-1.247782729,-0.697466827,0.558695521,-1.178717877,-1.435775025,-3.045434974,-0.34396888,-1.819614733,-2.240244013,1,,Feature7. Feature3. Feature1
0.772397996,-1.286354696,-2.012476033,2.672483738,-0.963685945,0.793239829,-2.721804795,-4.592976875,-3.228827808,-1.361643412,1,,Feature7
0.406407915,-0.263332806,0.544496637,-0.049455611,-0.202477295,-0.605323428,-1.644796208,0.068127157,-0.946137404,-2.638283574,1,,Feature7. Feature3. Feature1
-1.558544385,0.842820355,-1.275721392,3.830289111,-1.674619102,0.424739638,0.652626384,-1.975215606,-2.782922081,-2.759503365,1,,Feature7
3.809535671,-2.19081731,-2.938043835,0.483162418,-3.388750041,-2.41366033,1.045336343,-3.714839524,-2.108196946,4.831799072,1,,Feature6
-1.454489343,0.748031463,-1.18095198,-2.301660043,-0.594838925,-1.395372046,-0.590187363,-2.435778761,-0.637179541,0.020167997,1,,Feature7
0.793539168,0.669560296,-2.333641604,2.117104277,-1.743620834,-0.909282551,-0.30105662,-1.503275483,-0.840026206,-1.45646127,1,,Feature7. Feature3. Feature1
1.071083006,0.978523861,-2.6448327,1.653023634,-2.947239698,0.52990089,0.910809672,0.529690522,-0.120511697,1.180172029,1,,Feature6
0.708431544,1.118985993,-2.794993599,1.030504035,1.0797909,-1.788057592,3.123458498,-3.715605339,-1.589736222,-0.175056374,1,,Feature7
-0.525896097,-5.680649042,0.705791083,0.268623242,2.67742933,0.448419054,2.652439345,-3.639510276,-0.038793441,2.391630955,1,,Feature6
-3.607809057,-2.841087792,-0.389486744,-2.966525538,1.090521329,-1.835950979,1.489231268,-2.717625308,1.429743826,1.886910026,1,,Feature6
0.408172756,1.444704793,-0.518447558,1.48098506,-0.88892486,2.028734684,-2.563254477,-3.413465675,-1.93855563,-0.786342018,1,,Feature7
2.469736417,0.876564249,2.832668699,-3.839108992,-0.890912193,0.737192003,1.802682824,0.039453019,-4.779583298,4.726915066,1,,Feature6
-1.961803106,0.155607333,-3.61206723,-0.738344997,2.221033196,2.349002639,-2.062826122,-1.439769865,-0.508669153,-0.224101307,1,,Feature7. Feature3. Feature1
0.491929171,-0.465739737,-0.480615499,2.872877262,0.877578415,0.817856803,0.526102381,-4.767140176,-1.853217612,-1.616983895,1,,Feature7
-1.870018066,1.94691101,-1.670536366,1.54984313,-4.20869123,-2.129033189,0.325395237,3.15034613,0.889212751,-0.15199468,1,,Feature7. Feature3. Feature1
-0.475701089,-0.996212488,-0.253330125,1.465574247,-1.83612252,-0.476150207,-1.813689458,-1.474662121,-3.985736827,-3.622479425,1,,Feature7. Feature3. Feature1
-0.79361792,-3.969864639,-1.145097985,-3.154597791,0.789494281,-2.801520228,2.518240149,-1.085759427,-2.533019703,2.243894976,1,,Feature6
-1.041591682,-0.451983002,-2.991989645,0.408581375,1.981753716,1.561913775,-1.312718722,0.493336999,0.470370919,-0.239863712,1,,Feature7. Feature3. Feature1
-2.195156629,0.391593325,-1.767175647,-2.703437463,2.38392751,2.58366745,-3.670314522,-3.366520011,-1.433904666,-2.76638155,1,,Feature7
-0.6343833,-0.525125263,-1.91373643,-1.117790005,0.121444432,-3.296031107,-1.27501111,-3.20616722,-0.082151011,-1.544931157,1,,Feature7
-0.882921013,-2.630780068,-0.397571591,-3.631460242,-2.905887553,-3.664211358,1.397227466,-4.048586605,-0.199254374,1.292533386,1,,Feature6
1.338239943,-1.484459876,-1.352321009,-1.619591682,-3.344972935,-3.21414353,2.535741864,-3.807610241,-1.692291996,2.045173211,1,,Feature6
0.665247295,-0.547434705,-0.360545459,2.411048751,0.991486117,1.426517559,0.933257088,-0.831983411,-1.977306583,-1.078515205,1,,Feature7. Feature3. Feature1
2.30857385,0.132098489,-0.183723343,1.871234626,2.616499066,3.634318986,-0.781546025,-5.64497421,-2.841543486,-2.118285375,1,,Feature7
-0.651975464,3.346727079,-0.39769431,-0.238566956,2.855365959,0.15870124,7.29784111,-3.18511021,-5.807600682,-1.764051946,1,,Feature7
0.989491875,1.552336676,-2.996215226,2.038965291,-2.220828509,-0.337888348,2.30948866,1.883934644,1.613195041,0.783008954,1,,Feature6
1.334846756,1.588628286,-1.352111965,-0.442065938,-0.660153465,-1.196769496,-2.486569889,-1.122110121,-1.150713157,0.242682808,1,,Feature7. Feature3. Feature1
2.673003007,-1.920817795,0.45915305,2.940010671,-0.056365643,0.999710895,2.097837315,-2.209291417,-0.98051404,5.593554988,1,,Feature6
2.252025358,1.980580025,-0.940900866,0.984597513,0.291706292,3.629512999,-1.9047577,-2.457876892,-2.234084065,-1.422821711,1,,Feature7
0.296941041,-0.383529667,-3.606333877,-0.01578981,3.94557407,-1.346944686,3.451466487,-2.114244297,-1.365486223,0.259416479,1,,Feature7
-1.594435969,0.575496889,-1.855984412,-1.334025518,-1.649337753,-2.4758506,2.621526701,-4.194287512,0.119599875,2.061451688,1,,Feature6
3.853614303,5.566117505,-0.853615656,-0.771416264,-0.831984832,3.075954926,0.214852115,0.731923036,1.138969712,0.364961562,1,,Feature7. Feature3. Feature1
-1.112564189,0.767779311,-0.910944102,0.139997115,1.412170183,-0.395150594,-1.962555388,1.220812766,1.289984126,-2.346949483,1,,Feature7. Feature3. Feature1
1.533378391,1.693241208,-0.633270515,1.275921911,-0.761882394,3.073790302,-0.307154642,-1.757260825,-2.58048589,-1.52727718,1,,Feature7. Feature3. Feature1
2.486963136,3.618289145,-1.718956567,0.679105359,-0.931498935,3.012845907,-0.361988801,-0.842506302,-0.654322285,-1.482274094,1,,Feature7. Feature3. Feature1
-2.378193638,-0.442731696,0.544936107,-0.134405469,-1.540680693,-2.502388945,-3.793527989,0.031092765,3.134718164,-3.054537686,1,,Feature7. Feature3. Feature1
-3.05069072,0.776243124,0.656486615,-3.686646897,-0.295480254,-2.340079032,2.332162493,-4.287177009,3.040040521,0.471574726,1,,Feature6
3.673052447,0.632325924,-3.748415667,1.475391053,-2.66943667,1.018380251,1.399567468,-1.765683214,-0.48458368,0.989132005,1,,Feature6
1.776764315,0.389197231,2.032417004,-0.58701925,-0.232406741,0.219213499,1.78617509,1.761776176,-0.834649788,1.228409237,1,,Feature6
-2.762943095,-3.47630528,0.222869234,-0.650271124,0.003971814,-2.479108754,1.464215734,-0.787165981,-1.076669648,2.181615281,1,,Feature6
-2.20653674,0.365535443,-2.343453377,3.520311802,-1.551324581,-0.700163592,-1.019033312,-0.896419937,-1.084424114,-1.976966898,1,,Feature7. Feature3. Feature1
-0.384748959,0.894235464,-3.438462115,3.311253891,-3.193091403,-0.241348885,1.237705669,0.047028751,0.043128795,-0.923127135,1,,Feature7. Feature3. Feature1
0.799998385,0.951821014,-1.338877167,-1.282993666,-0.264178355,-1.375088887,5.096271099,-4.487754456,-1.285028922,1.636243963,1,,Feature6
-0.755413482,0.525106451,-2.111213945,2.578988052,-2.489273101,-0.553282091,-0.496106501,-0.363357349,-1.764037489,-2.493941306,1,,Feature7. Feature3. Feature1
-0.636761346,0.657551112,-0.255373981,-0.423652407,-0.111331431,0.403039504,1.956626302,-1.844392531,-1.803931862,-2.265055923,1,,Feature7
1.085307073,-0.971852128,0.434097202,0.826494225,1.053386853,-0.533366496,1.143684216,-0.190486824,0.48004568,1.549895997,1,,Feature6
-0.558967331,0.191962897,-2.014785216,2.620060578,-2.576414642,0.219547664,-1.044308509,-1.792495921,-1.112693575,-1.036725652,1,,Feature7. Feature3. Feature1
-0.784146186,-2.201351695,1.991038272,-2.516997663,1.025308768,-0.46503629,4.589286322,-2.925259602,-3.149066146,-0.554136654,1,,Feature7
-0.717940223,-1.451935375,-4.069721533,-2.358911809,0.725624673,-1.560216732,1.589989092,-0.859798751,-1.464585351,1.600018866,1,,Feature6
3.157506085,1.2825471,-1.110514263,0.707312515,0.175692671,2.326274481,-1.900401648,-3.411810319,-1.633913847,-0.338717341,1,,Feature7
-0.734975115,0.203277888,2.027750609,-0.286156964,0.912641073,0.148199677,-2.075338297,-0.239866019,-0.609813339,-1.103470989,1,,Feature7. Feature3. Feature1
-1.305181041,1.008357972,-2.2100764,-0.088706529,-0.644874548,-1.787316849,-3.696894472,-1.199148551,0.59699588,-3.165310794,1,,Feature7. Feature3. Feature1
-1.179517819,-1.149428474,-0.758248779,-0.662572874,0.822568908,3.210119747,-1.47891985,0.045798981,-0.634124469,0.288812861,1,,Feature7. Feature3. Feature1
1.143003062,2.365950937,-0.958691511,0.917764689,-1.595250517,2.342650857,-0.931997572,-1.590570139,-0.426647729,-0.428006903,1,,Feature7. Feature3. Feature1
1.109568412,-0.0178426,-1.816697155,-0.766505525,1.2281691,-1.221819855,1.19701284,0.059659899,-1.624674954,-3.149157286,1,,Feature7. Feature3. Feature1
-1.531333674,1.174804961,-1.364188012,0.961525315,1.109499314,0.502156963,0.343390817,-1.29061056,0.311082387,-1.520878534,1,,Feature7. Feature3. Feature1
-0.723972088,0.949542551,1.03628633,-1.03618284,-0.347650997,0.071553073,-1.287140689,0.172567951,-0.662415353,-2.715704007,1,,Feature7. Feature3. Feature1
2.55498422,0.249381242,-0.801750211,0.072691125,1.487368888,2.634907087,-4.027177002,-3.926346766,-2.321319239,-2.199266808,1,,Feature7
0.92044485,-0.032407766,-2.675793171,2.717085935,-0.114571674,0.799664486,0.556541279,-1.43908915,-0.73075958,-0.417715248,1,,Feature7. Feature3. Feature1
2.63810326,1.095553503,-1.164922794,1.148860788,-1.298779962,2.316903187,0.168202774,-2.498808323,-1.493410252,-0.212135479,1,,Feature7
2.471373978,-0.932313775,0.697888513,-2.228760243,-3.609265875,-1.60106709,2.162206214,-1.611130424,-3.672914325,3.030248484,1,,Feature6
1.845627312,-0.263667732,-3.067456573,0.105570457,1.509248595,-0.289669923,0.718722952,-0.557892048,-1.623606211,-2.292491659,1,,Feature7. Feature3. Feature1
-0.211357531,1.711167661,-1.949284606,-0.09730641,-1.119704884,-2.616017808,1.940497363,-1.204540587,-0.466889159,-0.46025843,1,,Feature7. Feature3. Feature1
-0.150695155,-3.296486372,0.023228849,-1.507979015,-0.585822682,-1.401849807,2.214467876,-1.51002744,-5.080220709,1.200740952,1,,Feature6
-1.176193986,-0.622703834,-0.175022432,2.641574795,-0.829143563,-0.831832416,-1.61705273,-3.422609391,-2.571950053,-2.305297538,1,,Feature7
0.055058526,-0.759755302,-0.813063237,-0.460148854,-2.067954339,-2.984570688,0.239906445,5.032846426,0.817982174,-1.072422969,1,,Feature7. Feature3. Feature1
0.710255303,1.795831554,-0.123559095,1.149896149,0.90235748,2.178845885,-1.26061959,-2.50194932,-1.137155447,-1.516297154,1,,Feature7
-3.099024735,-0.293414352,1.931333387,-3.04248146,1.146423155,-1.17307504,0.276873098,-2.369581562,2.040315172,-2.301344618,1,,Feature7
-3.458170534,-0.332959021,-1.324183501,0.159340971,3.939616897,0.263916796,-0.733201213,2.752253809,0.668300339,0.308399151,1,,Feature7. Feature3. Feature1
2.331965619,3.352280623,-2.392074684,1.498283587,-1.08313379,2.345639803,0.680568979,-0.381525759,0.280193343,-0.248020368,1,,Feature7. Feature3. Feature1
1.440607732,1.873465595,-1.664916485,0.906146996,1.167099725,-0.601246759,3.837143501,-2.291137615,-3.234269574,-0.094494029,1,,Feature7
1.744440472,-2.208616539,-2.72074811,1.818956302,-0.849755322,-0.373087604,-2.061081005,-3.50094946,-1.809122259,-1.672888241,1,,Feature7
0.682396765,2.026247342,-0.305635197,1.07522427,-0.358228589,1.561660153,-0.723906771,-1.943272051,-0.570537659,-1.330973174,1,,Feature7
1.116481927,2.950794641,-0.20158438,-0.0234392,-2.214355291,1.460331626,-1.454489413,-0.142597756,-0.035712681,-0.013109363,1,,Feature7. Feature3. Feature1
-0.882903406,-1.439804986,-3.456637136,-3.919809457,0.465352934,-2.220020417,3.06198574,-3.544025332,0.359190246,1.752408431,1,,Feature6
-0.802214039,-0.945354621,-1.93285117,3.624098463,-1.446279837,0.32278619,-0.066741413,-3.623409735,-2.248971275,-0.446114866,1,,Feature7
2.893343741,-0.400912003,0.973973873,-0.248070467,-0.419578408,0.448609408,1.00929171,1.867914954,-0.741825339,-0.99081465,1,,Feature7. Feature3. Feature1
-1.283323541,-1.600125231,3.199307558,-3.00956608,-2.304234752,-1.794855884,0.815020993,-2.486436899,-0.934914484,-0.39193591,1,,Feature7
-4.212487123,0.822832618,1.577439722,3.229470569,1.547076789,2.303134009,-3.909547596,3.566765571,-0.913667822,-5.226445053,1,,Feature7. Feature3. Feature1
0.319674943,-1.885684269,-0.065828887,0.178149598,-0.261141938,-2.101259906,1.434279615,3.988348273,0.227011002,2.391155011,1,,Feature6
-1.558785403,-1.786828449,-0.632396916,2.73115927,1.33352721,-0.57308567,-1.917070178,-3.391818667,-2.37403349,-2.440842145,1,,Feature7
-0.064763582,-1.581067697,-0.747493845,1.785251661,-0.721967588,0.072619058,-0.591554011,-1.890880757,-1.934983776,0.047698299,1,,Feature7
0.38490203,-1.346747333,0.099783938,1.795404092,1.589686694,-0.983050727,-1.282650819,-2.875390492,-1.957304604,-3.355742327,1,,Feature7
-0.533665463,1.31137575,-2.792205046,4.457468786,0.612731728,0.758807177,-0.822761302,-5.231457258,-0.881286406,-2.574382615,1,,Feature7
0.231872676,1.502065129,-3.798356645,-1.138337985,0.307459855,-2.625688963,-3.529037762,-0.517094594,0.739875434,0.358410132,1,,Feature7. Feature3. Feature1
0.020420849,-3.14564408,-2.292544352,-2.790038941,-1.618827007,-4.065911058,1.803690608,-2.510019748,-1.048679984,1.994423167,1,,Feature6
-0.580249729,0.567396216,0.849425269,2.565135599,1.571447288,2.931625794,-0.638517211,-4.729279277,-4.13846685,-3.587557721,1,,Feature7
0.480828093,-0.331458153,0.878633503,-0.12884344,-0.936227364,-0.361678418,1.060157313,-1.709731974,-0.990184733,1.651083008,1,,Feature6
1.818706127,0.100818228,-0.869098864,-2.684683677,0.131373884,-1.384876086,0.814974493,0.443896871,0.038118771,1.958993728,1,,Feature6
0.604701804,4.16997013,-0.786586233,1.072157734,-3.115249726,1.779494227,0.810968688,0.461855511,-0.107561384,-0.502680333,1,,Feature7. Feature3. Feature1
0.294294118,1.403840044,-2.495296398,1.710868481,-3.671378806,-0.428897269,-0.550076341,0.659909755,-0.734780263,-1.282794524,1,,Feature7. Feature3. Feature1
0.412770927,-0.166729793,1.021167475,-1.918014115,1.102561972,-2.998202021,1.043324522,2.034784874,-1.960870524,1.373564755,1,,Feature6
1.466725368,-0.673043547,-0.929341295,1.667766146,-1.429399651,0.650454381,-1.143080448,-3.497267326,-2.084490011,-0.954617815,1,,Feature7
-0.07405508,1.98708944,-0.422807402,-0.838638218,-1.545538746,-1.205245728,3.982798021,-3.774151465,-2.151390689,0.287181066,1,,Feature7
1.698880535,4.410038257,-0.645258852,0.651972053,1.437426659,2.90994467,-0.125366596,-0.980314492,1.315837995,-1.584886892,1,,Feature7. Feature3. Feature1
0.027686095,0.329444195,0.350733275,-0.904287498,-1.018906004,-1.551352706,-2.613710988,2.012456084,0.007931298,-1.666482921,1,,Feature7. Feature3. Feature1
2.768707775,-2.118690432,-2.883021696,-4.984903193,-2.912632458,-2.489438681,1.740981759,-1.367090095,-2.050055981,0.574600555,1,,Feature6
-3.454718385,-4.3005038,0.929696236,-3.396607092,6.400188097,0.505708196,2.820894102,-2.584179454,2.043003689,0.088610305,1,,Feature7
-0.611322188,2.162922364,1.289639255,-1.283733023,-1.150635856,-1.522839004,-0.63961761,3.960821045,1.429777432,-0.875608891,1,,Feature7. Feature3. Feature1
-0.044515333,1.759032833,-0.664146158,1.122090755,-1.582975127,-0.857671556,-0.768481587,0.599685296,-1.325945448,-3.546100698,1,,Feature7. Feature3. Feature1
-3.822213813,-0.856634831,-0.697346874,1.82541851,4.563127148,1.782524239,-1.031001624,2.613028108,-1.801120458,-2.586700626,1,,Feature7. Feature3. Feature1
1.712380715,-1.528718056,-0.532917229,0.654566217,2.396024222,1.859902317,-1.202596697,-3.126693375,-0.299766351,0.237076691,1,,Feature7
-1.254601105,1.733274099,-2.109771658,1.76776835,1.215716598,-1.069102253,-0.796156381,1.653671877,-1.869065222,-3.033187371,1,,Feature7. Feature3. Feature1
-0.50751001,0.053886457,-0.25332993,2.677030701,1.210627127,0.563844355,-0.549637781,-3.80329057,-1.649709074,-2.203059967,1,,Feature7
-1.846769893,2.602937528,-0.276130862,0.128523305,1.101676441,0.788229649,-0.367121736,0.413167316,-0.082151989,-5.402127347,1,,Feature7. Feature3. Feature1
1.484509707,1.620430104,-2.236477557,2.539746539,1.105556746,1.099170677,-1.416380801,-3.872333156,-1.006713722,-2.079353898,1,,Feature7
-1.164399618,-0.40163346,0.367822507,-0.82853625,2.868152488,0.746425668,2.17743075,-2.039715448,-1.527291248,-2.942624605,1,,Feature7
1.704863,0.932967495,-0.118723477,0.420337314,0.081640341,2.166197747,-1.996458399,-2.319200447,-1.837006902,-1.308951884,1,,Feature7
0.161334224,2.094415708,-4.028110437,4.522477202,-4.002657349,0.661144021,2.363617081,-2.2295464,-0.149300635,-0.535148405,1,,Feature7
1.801404764,-5.138347711,-3.132336423,-0.651199412,3.015938275,-1.170025727,1.595933184,-0.879042203,-2.064152047,1.09280217,1,,Feature6
0.894103724,-0.101046625,-1.937183626,1.273201261,-1.070016379,1.021126633,0.249185111,0.560394519,-1.351980256,-0.447150962,1,,Feature7. Feature3. Feature1
