Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender=F,Gender=M,Education_Level=College,Education_Level=Doctorate,Education_Level=Graduate,Education_Level=High School,Education_Level=Post-Graduate,Education_Level=Uneducated,Education_Level=Unknown,Marital_Status=Divorced,Marital_Status=Married,Marital_Status=Single,Marital_Status=Unknown,Income_Category=40K - 60K,Income_Category=60K - 80K,Income_Category=80K - 120K,Income_Category=Less than 40K,Income_Category=More than 120K,Income_Category=Unknown,Card_Category=Blue,Card_Category=Gold,Card_Category=Platinum,Card_Category=Silver,Type,Label,Narrative
44,4,31,3,3,4,2184,0,2184,0.671,1973,42,0.556,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
37,3,24,2,3,2,2054,0,2054,0.87,2567,43,0.593,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,train,1,Total_Trans_Ct
62,0,56,1,3,3,6103,2517,3586,0.74,8080,92,0.704,0.412,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
44,2,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Amt. Contacts_Count_12_mon. Total_Revolving_Bal
43,4,33,4,3,4,2067,1250,817,0.891,4565,65,0.806,0.605,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,train,0,Customer_Age. Dependent_count. Card_Category=Blue. Total_Relationship_Count. Months_Inactive_12_mon. Contacts_Count_12_mon. Total_Revolving_Bal. Avg_Open_To_Buy. Total_Trans_Amt. Total_Trans_Ct. Total_Ct_Chng_Q4_Q1. Avg_Utilization_Ratio. Education_Level=Doctorate. Marital_Status=Unknown. Income_Category=60K - 80K
45,3,39,5,1,3,12691,777,11914,1.335,1144,42,1.625,0.061,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,train,0,Total_Ct_Chng_Q4_Q1
46,4,26,3,3,6,15195,0,15195,0.726,2631,41,0.64,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,train,1,Total_Trans_Ct
43,4,36,5,3,3,3492,2517,975,0.6,2510,47,0.621,0.721,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Revolving_Bal
59,1,50,1,4,3,5043,743,4300,0.805,10170,66,0.784,0.147,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Amt
54,0,36,4,3,2,2708,0,2708,0.673,2321,45,0.552,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
55,2,36,6,2,3,4410,2517,1893,0.53,1883,44,0.63,0.571,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Amt. Total_Trans_Ct. Total_Revolving_Bal
49,5,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
37,2,36,2,3,2,3250,1721,1529,0.446,1714,32,0.391,0.53,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
57,3,29,6,1,1,8801,1421,7380,0.568,1104,31,0.292,0.161,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
39,3,26,4,2,1,2973,1136,1837,0.729,4342,87,0.776,0.382,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
44,4,36,5,3,2,2367,1606,761,0.956,4506,59,0.639,0.678,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,train,1,Total_Revolving_Bal
57,3,36,4,3,3,2347,1900,447,0.845,2447,47,0.621,0.81,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Amt. Total_Trans_Ct. Gender=F. Total_Revolving_Bal
48,2,36,4,3,1,1641,0,1641,0.791,2536,45,0.364,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
50,2,40,3,1,4,7191,0,7191,0.565,1654,30,0.579,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
44,4,36,4,2,2,10834,0,10834,0.522,2249,51,0.594,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,train,1,Total_Revolving_Bal
49,4,38,3,3,4,34516,2517,31999,0.7,2376,55,0.486,0.073,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,train,1,Contacts_Count_12_mon. Total_Revolving_Bal. Avg_Open_To_Buy. Total_Trans_Amt. Total_Trans_Ct. Total_Ct_Chng_Q4_Q1. Marital_Status=Single. Income_Category=More than 120K
49,1,30,5,3,3,5181,0,5181,0.83,8943,68,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,train,1,Total_Trans_Amt
49,4,39,6,2,3,7382,1326,6056,0.806,4792,65,0.667,0.18,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
38,2,25,6,2,3,1438.3,0,1438.3,0.783,3990,75,0.596,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
42,4,36,4,2,3,3188,2002,1186,0.825,4606,83,0.804,0.628,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
43,2,35,5,3,2,6348,0,6348,0.4,1732,39,0.393,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
52,2,40,2,3,2,3698,0,3698,0.811,3763,82,0.864,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
60,0,50,1,4,2,29239,0,29239,1.057,8169,65,0.585,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,train,1,Total_Trans_Amt
31,0,25,6,1,2,8673,0,8673,0.876,2457,58,0.933,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,train,0,Total_Trans_Amt. Total_Relationship_Count. Total_Revolving_Bal
55,1,46,3,3,3,1606,0,1606,0.855,4548,76,0.652,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
38,3,36,1,3,2,5260,1706,3554,0.359,2142,57,0.676,0.324,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,train,1,Income_Category=Unknown. Total_Relationship_Count. Total_Revolving_Bal. Total_Trans_Amt. Gender=F
41,3,35,2,3,5,11538,0,11538,0.507,1926,53,0.432,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,train,1,Contacts_Count_12_mon
35,2,18,6,2,0,2658,0,2658,0.891,4667,83,0.93,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
56,5,36,6,3,5,4668,2517,2151,1.062,8331,63,0.853,0.539,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Amt
42,3,38,2,3,3,6967,1767,5200,0.54,1919,38,0.52,0.254,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
36,0,30,1,3,4,2190,0,2190,0.908,1412,38,0.583,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
64,1,56,4,2,4,1438.3,0,1438.3,0.693,1417,35,0.591,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
52,4,36,4,1,3,9375,1625,7750,0.532,2108,51,0.5,0.173,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Amt
40,4,30,4,1,1,13919,1266,12653,0.438,3699,67,0.523,0.091,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
45,5,39,3,1,5,15198,2098,13100,0.8,3183,64,0.73,0.138,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,train,0,Total_Trans_Ct. Contacts_Count_12_mon. Total_Revolving_Bal
54,3,47,6,2,4,15108,1288,13820,0.684,3713,65,0.512,0.085,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
49,4,43,4,3,3,4048,0,4048,0.601,2227,41,0.464,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
49,4,36,4,3,2,9595,509,9086,0.625,4050,72,0.5,0.053,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
43,4,32,6,3,3,4373,0,4373,0.623,2397,46,0.484,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
35,2,36,4,3,3,3131,629,2502,0.749,1483,31,0.632,0.201,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
49,3,36,2,3,3,34516,1273,33243,0.977,4777,51,0.457,0.037,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,train,1,Total_Trans_Ct
36,2,26,3,2,2,5956,2517,3439,0.877,2828,46,0.484,0.423,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,train,1,Income_Category=Unknown. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Gender=F
47,3,34,4,3,3,4413,232,4181,0.799,7869,76,0.767,0.053,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Amt. Total_Trans_Ct. Total_Revolving_Bal
42,2,28,6,1,3,7340,0,7340,0.65,838,24,0.412,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
39,2,34,3,4,3,1818,0,1818,0.651,2054,55,0.774,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Amt. Months_Inactive_12_mon. Total_Revolving_Bal
39,5,36,4,3,3,19435,2120,17315,0.625,2062,55,0.486,0.109,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,train,0,Total_Revolving_Bal
57,3,51,1,6,1,5859,0,5859,0.914,8004,82,0.708,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Amt. Total_Trans_Ct. Months_Inactive_12_mon
47,4,29,5,2,1,8644,1391,7253,0.896,4272,59,0.686,0.161,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,train,0,Contacts_Count_12_mon
45,3,33,3,2,1,16928,1519,15409,0.894,3355,66,0.886,0.09,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,train,0,Total_Trans_Ct
39,1,36,2,2,3,24239,0,24239,0.94,8549,73,0.78,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,train,1,Total_Trans_Amt
47,3,36,2,3,4,2952,0,2952,0.82,2907,60,0.875,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,train,1,Total_Revolving_Bal
34,3,23,4,3,0,27710,0,27710,0.777,4014,73,0.659,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,train,0,Total_Trans_Ct
35,2,24,4,1,3,2939,1865,1074,0.932,2077,47,0.679,0.635,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Amt. Total_Trans_Ct. Total_Revolving_Bal
47,4,36,2,2,3,2263,0,2263,0.752,2385,33,0.375,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
43,2,25,5,2,4,2086,2007,79,1.051,2537,48,0.6,0.962,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Amt. Total_Trans_Ct. Contacts_Count_12_mon. Total_Revolving_Bal
35,1,24,5,3,3,1438.3,0,1438.3,0.849,2355,47,0.567,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,train,1,Total_Trans_Ct
37,1,30,3,5,0,3003,1810,1193,0.719,3148,68,0.789,0.603,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
38,1,33,6,2,3,3119,2517,602,0.722,2492,50,0.515,0.807,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Revolving_Bal
49,4,39,2,2,2,2886,925,1961,0.946,5481,58,0.758,0.321,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,train,1,Total_Trans_Amt
43,2,24,2,3,3,14447,0,14447,0.856,915,29,2.222,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Relationship_Count. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Total_Ct_Chng_Q4_Q1. Marital_Status=Married
38,3,31,2,3,2,15987,1766,14221,0.791,8195,94,0.679,0.11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,train,0,Total_Trans_Ct
65,0,53,5,1,2,11097,0,11097,0.648,4836,83,0.566,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,train,0,Total_Trans_Ct
46,4,41,2,3,3,13743,0,13743,0.947,9406,106,0.767,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
48,1,40,3,1,2,3251,2517,734,0.739,2483,50,0.471,0.774,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Revolving_Bal
48,3,36,3,3,2,4431,2517,1914,0.499,2185,48,0.371,0.568,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,train,1,Income_Category=Unknown. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Total_Ct_Chng_Q4_Q1. Gender=F
30,0,17,3,2,1,4868,1090,3778,0.679,2907,69,0.816,0.224,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
65,0,56,3,2,2,5441,812,4629,0.534,4480,76,0.551,0.149,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
40,2,36,6,2,2,1538,0,1538,0.706,4884,79,0.881,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
48,3,36,5,2,4,34516,787,33729,0.763,1312,32,0.6,0.023,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,train,1,Total_Trans_Ct
50,2,43,4,3,4,3143,0,3143,0.764,2297,37,0.321,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
38,0,36,4,3,2,13747,1941,11806,0.748,16401,119,0.608,0.141,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,train,0,Total_Trans_Ct
50,3,36,5,2,3,24742,1676,23066,0.566,1306,31,0.55,0.068,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
35,0,36,6,3,2,5619,1504,4115,0.775,2808,72,0.6,0.268,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
43,4,36,5,1,1,19188,1622,17566,0.75,4282,52,0.926,0.085,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,train,0,Contacts_Count_12_mon
37,3,30,3,4,3,11638,926,10712,0.262,563,15,0.364,0.08,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
49,5,36,6,2,2,2292,0,2292,0.976,2584,60,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,train,0,Total_Trans_Amt. Total_Relationship_Count. Total_Revolving_Bal
50,4,35,6,1,5,12914,1227,11687,0.392,2082,54,0.459,0.095,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Amt. Total_Relationship_Count. Contacts_Count_12_mon
37,1,36,3,3,3,2684,0,2684,0.66,4796,85,0.635,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
43,3,31,2,4,1,13883,783,13100,0.749,1871,32,0.684,0.056,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,train,1,Total_Trans_Ct
46,3,41,5,2,4,7457,0,7457,0.717,3162,64,0.73,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,train,0,Card_Category=Blue. Total_Relationship_Count. Months_Inactive_12_mon. Contacts_Count_12_mon. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Total_Ct_Chng_Q4_Q1. Avg_Utilization_Ratio. Gender=F. Marital_Status=Single
47,4,34,2,3,3,23981,0,23981,0.196,4536,61,0.605,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,train,1,Total_Revolving_Bal
48,2,42,2,3,2,8786,1559,7227,0.909,8575,92,0.736,0.177,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
44,2,31,1,2,1,4291,1285,3006,0.846,15511,101,0.629,0.299,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Amt
49,3,29,6,1,2,2548,1998,550,0.679,4702,79,0.927,0.784,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
40,2,30,6,2,3,20798,1059,19739,1.049,8038,90,0.837,0.051,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
35,3,28,5,6,2,3250,1560,1690,0.634,4673,73,0.698,0.48,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,train,0,Customer_Age. Card_Category=Blue. Total_Relationship_Count. Months_Inactive_12_mon. Contacts_Count_12_mon. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Avg_Utilization_Ratio. Gender=F. Marital_Status=Single
37,2,29,2,2,6,2547,1965,582,0.535,2160,46,0.353,0.771,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Contacts_Count_12_mon
31,0,36,6,3,1,5190,1682,3508,0.888,4900,81,0.8,0.324,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,train,0,Total_Trans_Ct
45,0,30,3,2,4,2759,0,2759,0.535,2061,47,0.424,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
56,2,42,5,4,2,2423,268,2155,0.804,2516,59,0.639,0.111,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Customer_Age. Card_Category=Blue. Total_Relationship_Count. Months_Inactive_12_mon. Contacts_Count_12_mon. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Gender=F. Marital_Status=Single
44,3,28,6,2,2,1951,0,1951,0.772,2697,45,0.731,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
39,3,28,4,1,3,3400,2307,1093,0.901,4742,90,0.698,0.679,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
35,3,24,1,1,3,12287,770,11517,0.612,4601,65,0.757,0.063,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,train,0,Income_Category=Unknown. Total_Relationship_Count. Months_Inactive_12_mon. Total_Trans_Ct. Gender=F
33,2,24,6,2,3,1806,0,1806,0.983,2833,43,0.654,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
42,0,31,3,3,4,2712,0,2712,0.724,2307,28,0.474,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,train,1,Total_Trans_Ct
45,3,32,3,2,2,1942,0,1942,0.366,1853,31,0.107,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
60,1,52,4,2,3,2802,2517,285,0.664,4392,81,0.723,0.898,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
44,5,36,4,3,2,5254,2507,2747,0.751,4501,64,0.641,0.477,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,train,0,Total_Revolving_Bal
60,1,53,5,5,3,2903,1251,1652,0.879,4555,76,0.727,0.431,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
42,4,36,4,3,4,1871,0,1871,0.73,2593,48,0.548,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
36,1,36,2,3,3,6893,1462,5431,1.031,4782,50,0.351,0.212,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
46,4,36,2,3,3,2881,2450,431,0.629,2450,49,0.531,0.85,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Relationship_Count. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Avg_Utilization_Ratio. Gender=F
34,3,26,4,3,3,3265,2517,748,0.952,1843,35,0.944,0.771,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,train,0,Total_Trans_Amt. Total_Trans_Ct. Total_Ct_Chng_Q4_Q1. Total_Revolving_Bal
54,2,34,4,3,4,6387,1597,4790,0.689,1294,26,0.529,0.25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
61,0,55,4,2,3,2194,1512,682,0.725,4069,80,0.778,0.689,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,0,Total_Trans_Ct
52,1,44,3,3,1,34516,0,34516,0.551,1737,38,0.9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,train,0,Total_Trans_Ct
43,2,33,5,3,1,30137,1368,28769,0.721,3522,74,0.897,0.045,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,train,0,Total_Trans_Ct
53,3,34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
37,5,26,2,1,2,16730,1956,14774,0.675,1740,43,0.536,0.117,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,train,0,Total_Trans_Amt. Total_Trans_Ct. Total_Revolving_Bal
40,2,30,6,3,4,6479,0,6479,0.946,2539,42,0.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,train,1,Total_Trans_Ct
50,2,38,1,2,3,4915,464,4451,0.242,1474,36,0.091,0.094,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
40,3,21,5,2,2,1728,0,1728,0.41,2191,38,0.357,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
53,1,44,3,3,3,1816,0,1816,0.884,2474,44,0.692,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
33,1,36,1,3,4,8925,168,8757,0.447,741,10,0.429,0.019,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,train,1,Total_Trans_Ct
52,1,42,1,5,3,1471,0,1471,0.624,2253,48,0.455,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
46,3,36,5,2,2,1438.3,1214,224.3,0.783,2445,39,0.444,0.844,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
58,3,52,5,2,5,17934,1578,16356,0.593,2005,48,0.778,0.088,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,train,0,Customer_Age. Total_Relationship_Count. Contacts_Count_12_mon. Total_Revolving_Bal. Total_Trans_Amt. Total_Trans_Ct. Marital_Status=Married. Income_Category=More than 120K
53,4,36,2,3,5,1438.3,0,1438.3,0.314,1739,44,0.467,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
43,5,39,2,3,4,3981,0,3981,0.764,2134,42,0.355,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,train,1,Total_Trans_Ct
26,0,17,4,2,1,30928,2005,28923,0.52,3863,72,0.756,0.065,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,train,0,Total_Trans_Ct
