Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,Type,Label,Narrative
-0.043161,0.91986,-0.31771,0.26715,-149.47,-0.10003,-0.043161,0.087098,0.8276,0.080118,0.038885,-0.09956,-0.052152,-0.043161,-7779.0,-0.046921,1.0871,-0.043161,-0.052152,10.212,0.70468,-0.015389,-0.052152,-0.22926,-0.12223,-0.046921,-0.48244,-0.35933,4.7192,1.1046,-0.013609,227.56,1.9544,0.92108,-0.012351,0.83601,0.20517,0.53174,-0.014924,0.038353,-1.9925,-0.018595,43.745,33.533,-1.864,0.091766,9.9754,-0.015389,-0.018595,0.12591,0.43352,0.51167,0.090615,0.6014,-16643.0,0.15978,-0.53872,0.84053,5.6369,35.741,10.885,191.2,1.909,0.93603,train,1,Attr26. Attr27. Attr34
-0.034731,0.85781,0.13289,1.1549,-524.64,0.0,-0.034731,0.16527,0.48113,0.14177,-0.033535,-0.040488,-0.055697,-0.034731,-11684.0,-0.031239,1.1658,-0.034731,-0.072186,660.84,0.85998,-0.033535,-0.072186,-0.056658,0.10855,-0.031239,-28.039,14.514,3.1775,1.771,-0.071592,608.36,0.59998,0.59998,-0.033535,0.48113,105.08536259698622,0.14177,-0.0697,0.0069636,-1.1169,-0.0697,747.04,86.202,-0.03987,1.0225,617.78,-0.041468,-0.08619,1.1549,0.85781,1.6667,15.484,15.484,200.0,-0.0697,-0.24497,1.0697,0.0,0.55233,4.2343,650.76,0.56088,52.547,train,1,Attr26. Attr27. Attr34
0.053458,0.21248,0.6643,4.1528,39.61,0.1222,0.076134,3.7019,1.0577,0.78657,0.076134,0.36134,0.048843,0.076134,839.82,0.43462,4.7064,0.076134,0.040269,90.139,0.93953,0.081194,0.028275,0.17449,0.78657,0.3279,0.45424,5.3147,4.3112,0.022739,0.040269,43.025,8.4834,0.38214,0.081194,1.9178,230.2,0.78834,0.042945,0.81629,0.071715,0.042945,135.72,45.581,0.11449,1.9368,95.342,0.064983,0.03437,4.1182,0.2107,0.11788,6.2929,6.3071,13602.0,0.054573,0.067964,0.94543,0.0022538,4.0493,8.0077,40.677,8.9731,15.126,train,0,Attr26. Attr27. Attr34
0.001105,0.86517,0.12984,1.1501,-593.39,0.0,0.001105,0.15522,0.45811,0.13429,0.001205,0.001277,0.011459,0.001105,60153.0,0.006068,1.1558,0.001105,0.002412,704.73,1.0135,0.001199,0.002412,-0.052122,0.10308,0.006068,12.0,29.132,3.2047,1.8822,0.00263,683.49,0.53403,0.53403,-0.003908,0.46323,105.08536259698622,0.13429,-0.00853,0.003377,5.3972,0.002616,790.44,85.702,0.001249,1.0257,698.77,-0.002946,-0.006431,1.1501,0.86517,1.8726,30.13,30.13,208.0,-0.00853,0.008228,0.9974,0.0,0.51793,4.2589,689.32,0.52951,102.79,train,1,Attr26. Attr27. Attr34
0.35589,0.56836,0.18612,1.367,2.6438,0.0,0.44239,0.75945,6.0157,0.43164,0.45063,0.87226,0.081227,0.44239,424.55,0.85974,1.7594,0.44239,0.073539,5.3199,1.2121,0.45027,0.05916,0.55723,0.37067,0.70755,54.653,0.60686,2.9225,0.09413,0.073539,31.543,11.571,10.326,0.14695,6.0157,105.08536259698622,0.43164,0.024428,0.11393,0.038156,0.074849,38.56,33.24,4.059,1.1941,5.4531,0.40403,0.067162,1.2198,0.50718,0.08642,1.4074,1.4074,155.7,0.024428,0.82451,0.93113,0.0,68.61,10.981,30.773,11.861,19.614,train,0,Attr26. Attr27. Attr34
0.1087,0.74752,-0.19406,0.74039,-1212.9,0.0,0.1087,0.33776,9.5797,0.25248,0.12195,0.14541,0.015443,0.1087,1844.3,0.19791,1.3378,0.1087,0.011347,1.3708,1.1357,0.12188,0.011347,0.20134,0.1087,0.19791,9.1976,-0.43459,2.7684,0.077939,0.01273,28.834,12.659,12.659,0.11702,9.5797,105.08536259698622,0.25248,0.012215,0.0065717,0.15465,0.012722,20.9,19.529,3.0213,0.69226,1.3877,0.082636,0.0086261,0.74039,0.74752,0.078996,0.56542,0.56542,-113.85,0.012216,0.43052,0.98917,0.0,266.27,18.69,28.481,12.815,21.453,train,0,Attr26. Attr27. Attr34
0.0034589,0.83356,-0.03122,0.79273,563.1,0.0,0.0034589,0.19967,0.62214,0.16644,0.013385,0.022963,0.068364,0.0034589,7153.4,0.051024,1.1997,0.0034589,0.0055597,5.3596,2.1549,0.010758,0.0055597,0.020088,0.038508,0.051024,1.0837,-0.035454,4.4531,1.3277,0.005892,85.514,4.3306,0.78255,-0.020779,0.62214,0.30427,0.52885,-0.033399,0.054579,0.5576,0.017291,65.23,59.871,0.37863,0.73208,5.1119,-0.028315,-0.045513,0.14325,0.15063,0.23092,0.18901,0.60056,-886.15,-0.033399,0.020782,1.0644,2.1775,68.101,6.0965,88.37,4.1304,0.7065,train,0,Attr26. Attr27. Attr34
0.03093,0.66385,0.15614,1.331,-50.571,0.03093,0.04449,0.50344,1.0398,0.33421,0.04449,0.094301,0.036289,0.04449,3648.1,0.10005,1.5064,0.04449,0.024307,77.206,0.98144,0.059915,0.016899,0.04449,0.33421,0.079627,1107.8963143091858,0.41964,4.087,0.34922,0.024307,97.831,3.7309,0.090254,0.059915,1.836,1.2536,0.52627,0.032735,0.080189,0.26666,0.032735,117.68,40.47,0.07989,0.51034,80.281,0.037984,0.020753,0.94588,0.47178,0.26803,0.89821,1.4144,1907.9,0.038306,0.092547,0.96169,0.5747,4.7276,9.019,94.083,3.8795,4.9191,train,1,Attr27
0.008592,0.28394,-0.004817,0.98207,-65.632,0.008592,0.016306,2.5111,0.91554,0.71301,0.016306,0.060703,0.090621,0.016306,2016.0,0.18105,3.5218,0.016306,0.028744,59.5,0.80727,0.031292,0.015146,0.016306,0.71301,0.15389,1107.8963143091858,-0.006543,4.8736,0.49356,0.028744,158.23,2.3067,0.11021,0.031292,0.67214,11.178,0.72834,0.05516,0.049218,0.1406,0.05516,161.22,101.72,0.092913,0.6378,54.475,-0.003811,-0.006717,0.92906,0.26862,0.43352,0.9685,0.98932,-360.04,-0.092249,0.012051,1.0922,0.021496,6.1344,3.5881,172.83,2.1119,0.77057,train,1,Attr27
-0.0030401,0.050714,0.47699,10.405,32.602,0.0,-0.0030401,18.718,4.135,0.94929,-0.0030401,-0.059947,0.0094581,-0.0030401,473.31,0.77117,19.718,-0.0030401,-0.00073523,8.787,0.94081,-0.0030401,-0.00073523,0.032611,-0.0030401,0.77117,1107.8963143091858,1.0099,3.0327,-0.0070414,-0.00073523,4.4271,82.483,82.483,-0.046224,4.135,105.08536259698622,0.94929,-0.011179,1.6222,0.043224,-0.00073523,39.319,30.532,-0.03054,8.4425,8.686,-0.045189,-0.010929,10.405,0.050714,0.012124,2.0099,2.0099,514.3,-0.011179,-0.0032026,1.0116,0.0,41.538,11.955,4.4766,81.535,8.755,train,1,Attr27
0.10986,0.46211,0.17569,1.4212,22.051,0.41379,0.14557,1.164,1.9571,0.53789,0.15818,0.349,0.10283,0.14557,838.1,0.43551,2.164,0.14557,0.074381,13.008,1.2559,0.15509,0.056136,0.29886,0.53477,0.35824,12.298,0.43147,4.2836,0.22799,0.079043,85.279,4.2801,3.8633,0.17184,1.9571,11.624,0.58289,0.087801,0.038138,0.073082,0.079245,107.59,94.583,1.5752,1.254,14.26,0.099409,0.050794,1.2828,0.41711,0.23364,1.321,1.4315,3375.9,0.087801,0.20425,0.92615,0.083654,28.06,3.859,77.792,4.692,4.8063,train,0,Attr26. Attr27. Attr34
0.0098336,0.75123,-0.0098778,0.98445,-57.169,0.0,0.0098336,0.33102,1.4916,0.24868,0.0098336,0.015485,0.0065929,0.0098336,27884.0,0.01309,1.3311,0.0098336,0.0065929,63.993,1.0316,0.034887,0.0065929,-0.25505,0.21044,0.01309,1.2572,-0.026371,3.5851,0.46401,0.021304,196.93,2.7052,2.2868,-0.2073,1.7546,105.08536259698622,0.24868,-0.13898,0.095375,0.71778,0.02339,138.16,74.17,0.037604,0.50716,55.561,0.034887,0.02339,0.83218,0.63504,0.36966,0.66389,0.66389,-38.0,0.21087,0.039544,0.68166,0.0,5.7038,4.9211,155.4,2.3488,3.982,train,1,Attr26. Attr27. Attr34
-0.033049,0.71136,0.1735,1.5258,-336.93,-0.033049,-0.042354,0.38518,0.91712,0.274,-0.042354,-0.12835,-0.071057,-0.042354,-13883.0,-0.026292,1.4058,-0.042354,-0.16091,549.57,0.4155,-0.040179,-0.12556,-0.042354,0.274,-0.013211,1107.8963143091858,0.34944,4.833,2.697,-0.16091,419.67,0.86973,-0.056482,-0.040179,0.38755,0.28103,0.65538,-0.15265,0.076222,-1.415,-0.15265,663.32,113.75,-0.083392,0.32481,504.02,-0.06383,-0.24251,0.70778,0.32998,1.1498,0.55184,1.3199,11813.0,-0.090373,-0.12062,1.0904,1.3919,0.66415,3.2087,457.6,0.79764,0.53011,train,1,Attr27
0.063119,0.86443,0.13624,1.1577,17.308,-0.16625,0.063119,0.15683,2.9169,0.13557,0.088803,0.073075,0.021639,0.063119,4998.8,0.073018,1.1568,0.063119,0.021639,0.0,1.195,0.08317,0.021639,0.19767,-0.030698,0.073018,3.2383,6.003207802161295,3.2678,0.1652,0.030444,111.26,3.2807,3.2781,0.08317,2.9169,105.08536259698622,0.13557,0.028513,0.44289,0.34645,0.028513,77.263,77.263,14.825015691469536,1.1577,0.0,0.08317,0.028513,1.1568,0.86376,0.30482,23.772623486450897,24.654700212831685,252.38,0.028513,0.4656,0.9784,0.0,448.0858225108453,4.7241,108.09,3.377,72.78859200071864,train,0,Attr26. Attr27. Attr34
0.16637,0.010099,0.98806,249.87,1077.2,0.0,0.20555,98.023,0.49771,0.9899,0.20557,51.774,0.41848,0.20555,17.697,20.625,99.023,0.20555,0.413,6.5339,0.88281,0.16717,0.33427,0.65432,0.9828,16.745,9490.9,124.04,3.8476,-1.8825,0.413,4.3917,83.111,32.674,0.16774,0.49771,105.08536259698622,0.9899,0.33704,238.54,0.0019813,0.33588,33.003,26.469,18.673,247.63,9.8556,0.16444,0.33039,98.234,0.0039701,0.012032,124.27,124.27,6956.0,0.33704,0.16807,0.61665,0.0,55.863,13.79,2.9116,125.36,62.479,train,0,Attr27
-0.057532,0.20351,0.37283,3.7746,-1674.3,0.0,-0.057532,3.9138,0.97314,0.79649,-0.057527,-0.42815,-0.017099,-0.057532,-4464.2,-0.081762,4.9138,-0.057532,-0.05912,14.601,3.88499717247538,-0.068982,-0.05912,-0.057532,0.71752,-0.081762,-14790.0,0.75656,3.7115,-0.17321,-0.05912,47.048,7.9587,5.2549,-0.069338,0.97314,105.08536259698622,0.79649,-0.071252,2.7801,-0.2415,-0.070887,50.125,35.525,-1.4779,3.4849,13.286,-0.10987,-0.11291,2.4923,0.13437,0.12565,1.6163,1.6163,1918.5,-0.071252,-0.072231,1.099,0.0,24.999,10.275,50.4,7.2421,1.9747,train,0,Attr26. Attr27. Attr34
0.0041573,0.60781,0.18057,1.5091,-385.27,0.0,0.0085436,0.64524,2.4636,0.39219,0.016208,0.024088,0.043751,0.0085436,2058.3,0.17733,1.6452,0.0085436,0.0034679,14.126,3.88499717247538,0.01528,0.0016875,0.0085436,0.12965,0.17012,1.9937,0.38852,3.6767,0.24377,0.0062741,52.902,6.975,4.0701,0.016488,2.4636,1.7633,0.64166,0.0066927,0.067813,0.17691,0.0062022,75.737,61.611,0.043603,1.2403,14.067,-0.083962,-0.034081,0.88061,0.35468,0.14337,0.84386,1.3806,857.65,0.0066927,0.0106,1.0073,0.63611,25.839,5.9243,52.548,6.946,5.3009,train,0,Attr26. Attr27. Attr34
0.59531,0.044336,0.047077,2.0618,90.585,0.59531,0.59531,5.4478,0.61842,0.24154,0.59531,13.427,4.9366,0.59531,25.469,14.331,22.555,0.59531,4.6252,12.52,0.93216,0.63944,4.6252,0.59531,0.24154,14.331,1107.8963143091858,0.051813,4.9239,0.34142,4.6252,77.754,4.6943,14.423,0.63944,0.89226,105.08536259698622,0.24154,4.9681,0.01733,0.002145,4.9681,257.05,244.53,134.84,1.9622,7.7427,0.59936,4.6567,2.0618,0.044336,0.21302,0.26584,0.26584,3951.3,-0.61703,2.4647,1.617,0.0,29.153,1.4926,125.73,2.903,0.14166,train,1,Attr27
0.057368,0.76071,-0.1166,0.79603,-178.91,0.0,0.057368,0.31456,0.8949,0.23929,0.098561,0.10036,0.1229,0.057368,2524.6,0.14458,1.3146,0.057368,0.064106,104.77,4.8577,0.098565,0.064106,-0.10182,0.11761,0.14458,2.3928,-0.21395,3.3919,0.81066,0.11014,251.43,1.4697,1.1044,0.065066,0.9387,1.048,0.42837,0.072708,0.092979,0.16773,0.11014,163.92,59.143,0.22333,0.34665,111.6,0.04595,0.051347,0.59817,0.57163,0.6804,0.43909,0.78605,-287.47,0.072708,0.23974,0.93888,0.79016,3.4837,6.1715,233.15,1.5655,1.6421,train,1,Attr26. Attr27. Attr34
0.043545,0.14387,0.12643,1.8788,6.3569,0.28703,0.045969,4.9806,0.99551,0.71657,0.045969,0.31951,0.09324,0.045969,530.44,0.68811,6.9506,0.045969,0.043294,36.588,1.1378,-0.0034209,0.041011,0.35353,0.71657,0.67126,-0.032074,0.17326,4.5314,0.072783,0.043294,49.236,7.4133,-0.023777,-0.0034209,1.1235,105.08536259698622,0.71657,-0.0032218,0.47744,0.095344,-0.0032218,69.306,32.718,0.40913,1.139,36.424,-0.056452,-0.053168,1.8788,0.14387,0.13489,0.982,0.982,4298.2,-0.0045067,0.060768,1.0045,0.0,9.976,11.156,49.458,7.38,1.4551,train,0,Attr26. Attr27. Attr34
0.095075,0.33804,0.36748,2.3086,75.906,-0.001945,0.11813,1.9582,0.99621,0.66196,0.13971,0.42064,0.14326,0.11813,864.54,0.42219,2.9582,0.11813,0.11858,67.099,0.91365,0.13971,0.095437,0.19132,0.54449,0.354,6.4743,1.0449,3.1062,0.1469,0.1361,119.75,3.0479,2.5321,0.14027,0.99621,11.392,0.70279,0.1408,0.71485,0.068584,0.14024,163.98,96.88,0.51915,1.6564,78.095,0.11512,0.11555,1.9178,0.28083,0.32809,1.8822,1.9983,469.23,0.1408,0.14363,0.8815,0.061686,5.4397,3.7675,102.89,3.5474,2.8326,train,0,Attr26. Attr27. Attr34
0.11499,0.15683,0.75814,5.8342,18.942,0.0,0.11499,5.3764,5.8833,0.84317,0.13212,0.73322,0.019545,0.11499,497.81,0.73322,6.3764,0.11499,0.019545,28.397,0.70443,0.0,0.019545,0.44237,0.50576,0.73322,0.0,8.9164,2.1708,0.008832,0.043675,10.025,36.407,36.407,0.0,5.8833,105.08536259698622,0.84317,0.0,0.66863,7.717805640637407,0.0,50.259,21.862,0.25122,2.9156,29.261,0.0,0.0,5.8342,0.15683,0.027467,9.9164,9.9164,112.35,0.029498,0.13638,0.97343,0.0,12.853,16.696,9.7297,37.514,69.193,train,0,Attr26. Attr27. Attr34
0.11016,0.46967,0.18851,1.4087,-67.959,0.0,0.1395,1.1292,1.7189,0.53033,0.14306,0.30247,0.11134,0.1395,895.74,0.40749,2.1292,0.1395,0.081155,98.973,1.0505,0.1399,0.064087,0.26867,0.52145,0.34502,39.318,0.53816,4.0515,0.27222,0.08209,107.1,3.4081,3.3467,0.14708,1.7189,105.08536259698622,0.53033,0.085565,0.024032,0.08163,0.08139,135.61,36.635,0.23634,0.39811,108.23,0.088018,0.051205,1.3833,0.4612,0.29342,1.514,1.514,2122.3,0.085565,0.20772,0.91996,0.0,3.6879,9.9632,97.933,3.727,4.9072,train,0,Attr26. Attr27. Attr34
0.35066,0.85971,0.080546,1.0937,-70.734,0.35066,0.44836,0.15782,1.1703,0.13568,0.44836,0.52152,0.137,0.44836,688.08,0.53046,1.1632,0.44836,0.13469,64.11,1.6836,0.49373,0.10534,0.44836,0.13568,0.41682,1107.8963143091858,1.3483,3.9957,0.25826,0.13469,110.32,3.3087,0.5743,0.49373,3.3769,105.08536259698622,0.13568,0.14832,0.06193,0.05637,0.14832,97.26,33.15,0.59974,0.41359,75.026,0.48605,0.14601,1.0937,0.85971,0.30224,2.2712,2.2712,797.54,0.14549,2.5844,0.85451,0.0,5.6933,11.01,94.267,3.872,55.721,train,1,Attr27
-0.17408,1.5376,0.25078,1.3355,-20.41,-0.39502,-0.17408,-0.34994,2.2893,-0.53806,-0.10387,-0.23292,-0.075588,-0.17408,-3243.2,-0.11254,0.65038,-0.17408,-0.076041,61.891,0.71183,-0.13272,-0.076041,-0.4641,-0.56909,-0.11254,-1.8905,193.3,3.2071,0.66253,-0.076041,111.51,3.2991,1.6036,-0.15741,2.3621,0.88051,0.15468,-0.068758,0.03103,-0.38921,-0.057975,155.45,93.555,-0.44845,0.55042,57.917,-0.13376,-0.058427,0.64917,0.74736,0.30551,-414.74,119.23,404.0,-0.068601,0.32353,1.0438,-1.2875,5.8975,3.9014,119.16,3.0631,1764.6,train,1,Attr26. Attr27. Attr34
-0.012381,0.82531,-0.087798,0.84561,-47.069,0.0,-0.012381,0.21167,1.852,0.17469,0.035217,-0.021771,0.044154,-0.012381,3683.8,0.099081,1.2117,-0.012381,-0.006685,27.595,1.3196,0.035217,-0.006685,0.036569,-0.019644,0.099081,0.73989,-0.16913,4.1684,0.43847,0.007168,111.83,3.264,2.249,-0.00415,1.852,2.4927,0.31143,-0.002241,0.027834,0.21265,0.019016,91.653,64.058,-0.088422,0.59939,27.534,-0.058936,-0.031823,0.58265,0.56867,0.30637,0.33651,0.59991,-1293.9,-0.002241,-0.070871,1.0065,0.78276,13.227,5.698,112.08,3.2567,3.5675,train,0,Attr26. Attr27. Attr34
-0.06378,0.26233,0.19372,1.7385,7.769,-0.057072,-0.062259,2.5406,0.95997,0.66648,-0.062259,-0.23733,-0.019072,-0.062259,-4019.2,-0.090814,3.812,-0.062259,-0.049843,48.553,1.1137,-0.043973,-0.051061,-0.051545,0.66648,-0.09661,-0.33794,0.35615,4.6438,0.12449,-0.049843,73.586,4.9601,-0.16763,-0.043973,1.2805,105.08536259698622,0.66648,-0.035204,0.40843,-1.5576,-0.035204,101.96,53.403,-0.38385,1.1051,46.609,-0.082409,-0.065975,1.7385,0.26233,0.20161,1.2253,1.2253,8530.5,-0.041704,-0.095697,1.0417,0.0,7.5176,6.8349,76.655,4.7616,2.2964,train,0,Attr26. Attr27. Attr34
0.021052,0.85232,0.087492,1.1087,-98.627,-0.14483,0.035252,0.17312,1.7785,0.14755,0.06473,0.04381,0.019821,0.035252,8825.0,0.04136,1.1733,0.035252,0.019821,114.99,3.88499717247538,0.061772,0.011837,0.035252,-0.11157,0.024699,2.0955,0.81125,3.6502,0.47462,0.019821,168.12,2.1959,2.0731,0.031631,1.8316,105.08536259698622,0.14755,0.017786,0.024194,0.45992,0.034733,179.1,64.109,0.037572,0.72052,117.07,0.061772,0.034733,1.0467,0.80465,0.46061,1.3681,1.3681,391.0,0.01774,0.14268,0.9647,0.0,3.1741,5.6934,165.14,2.2102,16.491,train,1,Attr26. Attr27. Attr34
0.16321,0.5139,0.17428,1.3391,-16.737,0.0,0.16321,0.9459,3.0856,0.4861,0.18881,0.3176,0.06776,0.16321,897.14,0.40685,1.9459,0.16321,0.052896,34.421,0.82306,0.17319,0.052896,0.49287,0.16342,0.40685,6.7677,0.55892,3.2641,0.15416,0.056612,64.317,5.675,5.675,0.16918,3.0856,105.08536259698622,0.4861,0.054829,0.107,0.078198,0.05613,74.902,40.481,0.56091,0.77291,36.418,0.12733,0.041266,1.3391,0.5139,0.17621,1.5589,1.5589,320.13,0.054829,0.33576,0.94746,0.0,10.604,9.0166,60.791,6.0042,9.8955,train,0,Attr26. Attr27. Attr34
0.044743,0.81616,0.33607,1.5062,-89.361,-0.018694,0.11855,0.22525,2.4645,0.18384,0.2286,0.17856,0.048104,0.11855,2512.8,0.14525,1.2253,0.11855,0.048104,0.0,3.88499717247538,0.097513,0.018155,0.11855,0.043494,0.054821,0.88611,6.003207802161295,2.8528,0.31215,0.053667,102.41,3.5642,2.8994,0.097653,2.5956,105.08536259698622,0.18384,0.039624,1.4615,0.27899,0.039567,4.3941,4.3941,14.825015691469536,1.4615,0.0,0.097513,0.039567,1.2253,0.66393,0.28058,23.772623486450897,24.654700212831685,239.46,0.039863,0.24338,0.9117,0.0,448.0858225108453,83.065,98.33,3.712,72.78859200071864,train,1,Attr26. Attr27. Attr34
-0.10108,0.79804,-0.2016,0.7352,-72.415,-0.10108,-0.10631,0.24994,0.95879,0.19946,-0.10631,-0.13963,0.026404,-0.10631,6082.5,0.060008,1.2531,-0.10631,-0.058613,29.437,0.90061,-0.073901,-0.055733,-0.10631,0.19946,0.066555,1107.8963143091858,-0.45791,3.9596,0.43542,-0.058613,146.9,2.4847,-0.092604,-0.073901,1.8194,11.264,0.23616,-0.040745,0.013036,0.32675,-0.040745,110.64,81.207,-0.69105,0.54307,28.224,-0.2281,-0.12576,0.70138,0.76133,0.40246,0.45303,0.5364,-1836.9,-0.04298,-0.5068,1.043,0.18403,12.399,4.4947,153.21,2.3823,4.1196,train,1,Attr27
0.01777,1.1191,0.40555,2.4844,-210.74,-0.22786,0.01777,-0.10643,0.89713,-0.11911,0.031148,0.065042,0.052384,0.01777,8691.9,0.041993,0.89357,0.01777,0.019808,169.57,0.82142,0.031026,0.019808,0.03966,-0.12487,0.041993,2.3193,1.2625,3.9662,1.2474,0.034719,94.361,4.0155,0.98031,-0.15968,0.89713,0.36913,0.59059,-0.17799,0.020625,0.61914,0.034584,273.86,104.29,0.042636,0.95886,138.67,0.0018017,0.0020083,0.60652,0.27321,0.24903,-0.37079,1.8385,3751.6,-0.17799,-0.14919,1.2378,-5.9583,2.1525,3.4998,111.16,3.2837,2.7927,train,0,Attr26. Attr27. Attr34
0.071919,0.75325,0.3105,1.8262,11.559,-0.19617,0.085515,0.32764,2.3425,0.2468,0.19206,0.22754,0.048211,0.085515,2434.4,0.14993,1.3276,0.085515,0.036506,33.763,3.88499717247538,0.18752,0.030701,0.085515,-0.12428,0.13188,1.7601,0.98968,3.4987,0.29006,0.042855,67.017,5.7662,2.877,0.29582,2.3589,1.2475,0.62326,0.12628,0.26311,0.11681,0.08005,91.533,57.769,0.3319,0.83966,38.639,0.1601,0.068344,0.91116,0.37583,0.18361,0.78664,1.9866,979.0,0.12618,0.29141,0.91868,1.5254,10.811,6.3182,58.56,6.2329,7.4666,train,1,Attr26. Attr27. Attr34
0.014176,0.66686,0.10718,1.1607,-0.30642,-0.000201,0.045587,0.49953,5.925,0.33312,0.060807,0.06836,0.018924,0.045587,2170.8,0.16814,1.4996,0.045587,0.007694,6.3071,3.88499717247538,0.056521,0.002393,0.045587,0.21224,0.12104,3.7136,0.47438,2.7372,0.097966,0.010263,41.91,8.8119,8.8119,0.11575,5.9357,105.08536259698622,0.33312,0.019536,0.14419,0.18063,0.009539,41.76,35.453,0.13846,0.29772,6.3594,-0.010018,-0.001691,1.1607,0.66686,0.11348,1.4744,1.4744,58.52,0.019784,0.042556,0.98999,0.0,57.871,10.295,41.081,8.8849,26.224,train,1,Attr26. Attr27. Attr34
0.0298,0.051075,0.12002,3.3499,94.075,0.030635,0.042649,10.683,1.0516,0.54562,0.042649,0.83502,0.15483,0.042649,254.53,1.434,19.579,0.042649,0.090159,6.5538,1.1601,0.039863,0.062997,0.0486,0.54562,1.1825,0.88618,0.14479,4.5607,-0.1428,0.090159,41.444,8.8071,0.78047,0.039863,0.53576,105.08536259698622,0.54562,0.084269,2.3612,0.023833,0.084269,38.963,32.41,3.5085,3.1836,6.8921,0.009269,0.019594,3.3499,0.051075,0.11354,0.65824,0.65824,4364.6,0.049075,0.054618,0.95092,0.0,55.693,11.262,39.41,9.2617,0.57068,train,0,Attr26. Attr27. Attr34
0.022228,0.43704,-0.34545,0.20957,-625.92,0.022228,0.022228,1.1272,1.0998,0.49265,0.022228,0.05086,0.13884,0.022228,4911.3,0.074319,2.2881,0.022228,0.095018,0.0,1.0528,0.055569,0.095018,0.022228,0.49265,0.074319,1107.8963143091858,-0.38025,3.926,1.7314,0.095018,749.94,0.48671,0.12715,0.055569,0.31349,105.08536259698622,0.49265,0.23754,0.088231,0.21829,0.23754,82.744,82.744,14.825015691469536,0.20957,0.0,0.045317,0.19372,0.20957,0.43704,2.0546,0.54229,0.54229,-2913.5,0.090725,0.045119,0.90928,0.0,448.0858225108453,4.4112,681.9,0.53527,0.2575,train,1,Attr27
0.020287,0.10125,0.67163,7.6333,31.586,0.0,0.026076,8.8746,2.0094,0.89857,0.026121,0.25754,0.05231,0.026076,351.6,1.0381,9.8764,0.026076,0.012977,91.228,0.79177,0.025878,0.010096,0.13574,0.29243,0.98094,581.11,2.9601,3.3056,-0.055969,0.012977,18.593,19.633,19.633,0.021776,2.0139,105.08536259698622,0.89857,0.010837,2.1298,0.03217,0.012879,101.22,9.9928,0.040394,7.09,92.227,-0.053157,-0.026454,7.6333,0.10125,0.050941,3.9603,3.9603,1357.4,0.010835,0.022577,0.98703,0.0,4.001,36.526,18.392,19.846,8.8562,train,1,Attr26. Attr27. Attr34
0.0057467,0.66821,0.23874,1.7233,11.537,0.0057467,0.0028397,0.36304,0.98964,0.24258,0.0028397,0.008603,0.072724,0.0028397,3247.6,0.11239,1.4965,0.0028397,0.0027498,73.135,0.85613,0.043068,0.0055648,0.0028397,0.24258,0.11674,1107.8963143091858,0.55368,5.4369,0.62299,0.0027498,115.46,3.1613,0.064453,0.043068,1.0995,1.0703,0.58071,0.041705,0.077421,0.19048,0.041705,192.02,118.88,0.027773,1.0964,72.377,-0.029194,-0.02827,0.85126,0.33008,0.31632,0.5626,1.3468,65290.0,-0.010464,0.023689,1.0105,1.3939,4.9908,3.0703,116.67,3.1286,2.395,train,1,Attr27
0.13673,0.21596,0.46158,3.3131,97.42,0.0,0.163,3.6305,1.0989,0.78404,0.17316,0.81682,0.18467,0.163,388.41,0.93973,4.6305,0.163,0.14832,48.938,1.0288,0.16581,0.12442,-0.050409,0.6912,0.81808,16.319,1.3621,5.7275,0.18869,0.14958,79.346,4.6001,4.2506,0.18097,1.0989,105.08536259698622,0.78404,0.16468,0.42717,0.034986,0.15088,191.28,142.34,0.92796,2.5747,58.586,0.12587,0.11453,3.0614,0.19955,0.21739,2.3137,2.3137,246460.0,0.16468,0.17439,0.85377,0.0,7.4584,2.5643,66.279,5.507,3.2429,train,0,Attr26. Attr27. Attr34
0.1122,0.2473,0.41236,2.7252,149.54,0.0,0.1513,3.0437,1.0794,0.7527,0.15451,0.63299,0.19026,0.1513,439.54,0.83041,4.0437,0.1513,0.14017,15.65,3.88499717247538,0.15182,0.10395,0.1513,0.74194,0.67233,47.196,1.1828,3.9684,0.21818,0.14085,93.577,3.9005,3.7699,0.14708,1.0794,105.08536259698622,0.7527,0.13627,0.054652,0.040038,0.14066,215.85,200.2,2.4244,2.5316,18.119,0.097758,0.090568,2.6339,0.23902,0.25638,2.1591,2.1591,3834.3,0.13627,0.14907,0.86197,0.0,23.322,1.8232,80.826,4.5159,3.0961,train,0,Attr26. Attr27. Attr34
